case_id,cse_id,opened_at,closed_at,investigation_text,investigator_id,escalated,resolution,alert_ids
CAS-CSE-03-0011,CSE-03,2024-12-23T05:17:38.114857,2024-12-23T06:37:26.898644,Core 5G signaling storm analysis for ALT-CSE-03-00075. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-1,False,Resolved,"[""ALT-CSE-03-00075""]"
CAS-CSE-03-0012,CSE-03,2024-12-12T22:57:29.672065,2024-12-13T00:09:41.176225,Core 5G signaling storm analysis for ALT-CSE-03-00086. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-2,False,Resolved,"[""ALT-CSE-03-00086""]"
CAS-CSE-03-0013,CSE-03,2024-10-30T09:43:39.899557,2024-10-30T10:28:38.833737,Core 5G signaling storm analysis for ALT-CSE-03-00088. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-6,False,Resolved,"[""ALT-CSE-03-00088""]"
CAS-CSE-03-0014,CSE-03,2024-10-04T19:00:36.757258,2024-10-04T20:07:31.488541,Core 5G signaling storm analysis for ALT-CSE-03-00099. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-1,False,Resolved,"[""ALT-CSE-03-00099""]"
CAS-CSE-03-0015,CSE-03,2024-12-29T01:47:29.590385,2024-12-29T02:45:00.584957,Core 5G signaling storm analysis for ALT-CSE-03-00104. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-5,False,Resolved,"[""ALT-CSE-03-00104""]"
CAS-CSE-03-0016,CSE-03,2024-11-07T07:08:44.367270,2024-11-07T07:50:10.792306,Core 5G signaling storm analysis for ALT-CSE-03-00110. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-5,False,Resolved,"[""ALT-CSE-03-00110""]"
CAS-CSE-03-0017,CSE-03,2024-12-24T14:15:41.435436,2024-12-24T14:49:28.083970,Core 5G signaling storm analysis for ALT-CSE-03-00122. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-3,False,Resolved,"[""ALT-CSE-03-00122""]"
CAS-CSE-03-0018,CSE-03,2024-12-12T07:29:45.774000,2024-12-12T08:42:22.301213,Core 5G signaling storm analysis for ALT-CSE-03-00138. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-4,False,Resolved,"[""ALT-CSE-03-00138""]"
CAS-CSE-03-0019,CSE-03,2024-11-13T10:19:33.913230,2024-11-13T11:04:44.275853,Core 5G signaling storm analysis for ALT-CSE-03-00174. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-3,False,Resolved,"[""ALT-CSE-03-00174""]"
CAS-CSE-03-0020,CSE-03,2024-12-09T08:56:48.431112,2024-12-09T09:31:14.379322,Core 5G signaling storm analysis for ALT-CSE-03-00185. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-3,False,Resolved,"[""ALT-CSE-03-00185""]"
CAS-CSE-03-0021,CSE-03,2024-10-13T17:00:40.047754,2024-10-13T18:04:00.862398,Core 5G signaling storm analysis for ALT-CSE-03-00189. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-3,True,Resolved,"[""ALT-CSE-03-00189""]"
CAS-CSE-03-0022,CSE-03,2024-12-16T18:18:20.112566,2024-12-16T18:58:51.422334,Core 5G signaling storm analysis for ALT-CSE-03-00190. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-5,True,Resolved,"[""ALT-CSE-03-00190""]"
CAS-CSE-03-0023,CSE-03,2024-10-09T06:16:19.135194,2024-10-09T07:22:10.819539,Core 5G signaling storm analysis for ALT-CSE-03-00194. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-6,False,Resolved,"[""ALT-CSE-03-00194""]"
CAS-CSE-03-0024,CSE-03,2024-12-19T03:38:28.378240,2024-12-19T04:18:57.525597,Core 5G signaling storm analysis for ALT-CSE-03-00195. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-4,False,Resolved,"[""ALT-CSE-03-00195""]"
CAS-CSE-03-0025,CSE-03,2024-12-12T12:06:10.023630,2024-12-12T12:53:25.883201,Core 5G signaling storm analysis for ALT-CSE-03-00208. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-4,False,Resolved,"[""ALT-CSE-03-00208""]"
CAS-CSE-03-0026,CSE-03,2024-10-26T00:49:28.824146,2024-10-26T01:37:16.324222,Core 5G signaling storm analysis for ALT-CSE-03-00224. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-6,True,Resolved,"[""ALT-CSE-03-00224""]"
CAS-CSE-03-0027,CSE-03,2024-12-04T10:25:33.074901,2024-12-04T11:32:13.539706,Core 5G signaling storm analysis for ALT-CSE-03-00233. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-6,True,Resolved,"[""ALT-CSE-03-00233""]"
CAS-CSE-03-0028,CSE-03,2024-11-01T13:37:21.106720,2024-11-01T14:25:18.403606,Core 5G signaling storm analysis for ALT-CSE-03-00239. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-4,False,Resolved,"[""ALT-CSE-03-00239""]"
CAS-CSE-03-0029,CSE-03,2024-12-16T12:29:54.954849,2024-12-16T13:07:18.738969,Core 5G signaling storm analysis for ALT-CSE-03-00257. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-4,False,Resolved,"[""ALT-CSE-03-00257""]"
CAS-CSE-03-0030,CSE-03,2024-10-24T13:59:26.706212,2024-10-24T14:50:28.141175,Core 5G signaling storm analysis for ALT-CSE-03-00265. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-6,False,Resolved,"[""ALT-CSE-03-00265""]"
CAS-CSE-03-0031,CSE-03,2024-12-29T04:19:47.730180,2024-12-29T05:19:09.265239,Core 5G signaling storm analysis for ALT-CSE-03-00267. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-6,True,Resolved,"[""ALT-CSE-03-00267""]"
CAS-CSE-03-0032,CSE-03,2024-10-24T21:53:22.015393,2024-10-24T23:12:26.468161,Core 5G signaling storm analysis for ALT-CSE-03-00271. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-3,False,Resolved,"[""ALT-CSE-03-00271""]"
CAS-CSE-03-0033,CSE-03,2024-11-08T20:51:01.510862,2024-11-08T21:41:25.375472,Core 5G signaling storm analysis for ALT-CSE-03-00293. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-6,False,Resolved,"[""ALT-CSE-03-00293""]"
CAS-CSE-03-0034,CSE-03,2024-11-07T04:10:45.916365,2024-11-07T05:20:32.504011,Core 5G signaling storm analysis for ALT-CSE-03-00296. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-6,False,Resolved,"[""ALT-CSE-03-00296""]"
CAS-CSE-03-0035,CSE-03,2024-10-18T14:51:49.486505,2024-10-18T15:41:58.986409,Core 5G signaling storm analysis for ALT-CSE-03-00327. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-1,False,Resolved,"[""ALT-CSE-03-00327""]"
CAS-CSE-03-0036,CSE-03,2024-10-21T15:09:30.804010,2024-10-21T16:17:59.750400,Core 5G signaling storm analysis for ALT-CSE-03-00332. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-4,False,Resolved,"[""ALT-CSE-03-00332""]"
CAS-CSE-03-0037,CSE-03,2024-12-07T22:35:22.188705,2024-12-07T22:59:19.445732,Core 5G signaling storm analysis for ALT-CSE-03-00333. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-2,False,Resolved,"[""ALT-CSE-03-00333""]"
CAS-CSE-03-0038,CSE-03,2024-11-15T15:03:24.490295,2024-11-15T15:30:26.385280,Core 5G signaling storm analysis for ALT-CSE-03-00338. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-4,False,Resolved,"[""ALT-CSE-03-00338""]"
CAS-CSE-03-0039,CSE-03,2024-12-06T11:10:39.124434,2024-12-06T12:10:01.793263,Core 5G signaling storm analysis for ALT-CSE-03-00371. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-4,False,Resolved,"[""ALT-CSE-03-00371""]"
CAS-CSE-03-0040,CSE-03,2024-12-14T08:31:46.728087,2024-12-14T09:48:43.782879,Core 5G signaling storm analysis for ALT-CSE-03-00379. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-2,False,Resolved,"[""ALT-CSE-03-00379""]"
CAS-CSE-03-0041,CSE-03,2024-10-10T05:26:51.310281,2024-10-10T06:46:39.473298,Core 5G signaling storm analysis for ALT-CSE-03-00396. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-4,False,Resolved,"[""ALT-CSE-03-00396""]"
CAS-CSE-03-0042,CSE-03,2024-12-19T21:27:13.146722,2024-12-19T22:38:28.986348,Core 5G signaling storm analysis for ALT-CSE-03-00405. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-1,False,Resolved,"[""ALT-CSE-03-00405""]"
CAS-CSE-03-0043,CSE-03,2024-12-16T07:57:19.716220,2024-12-16T08:22:42.943583,Core 5G signaling storm analysis for ALT-CSE-03-00418. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-3,False,Resolved,"[""ALT-CSE-03-00418""]"
CAS-CSE-03-0044,CSE-03,2024-11-12T18:33:35.010942,2024-11-12T19:24:42.892725,Core 5G signaling storm analysis for ALT-CSE-03-00419. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-4,False,Resolved,"[""ALT-CSE-03-00419""]"
CAS-CSE-03-0045,CSE-03,2024-12-26T03:54:28.376591,2024-12-26T04:30:47.412286,Core 5G signaling storm analysis for ALT-CSE-03-00422. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-2,False,Resolved,"[""ALT-CSE-03-00422""]"
CAS-CSE-03-0046,CSE-03,2024-12-13T08:53:07.825527,2024-12-13T09:33:33.988137,Core 5G signaling storm analysis for ALT-CSE-03-00423. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-2,True,Resolved,"[""ALT-CSE-03-00423""]"
CAS-CSE-03-0047,CSE-03,2024-10-13T04:01:31.426556,2024-10-13T04:47:53.860685,Core 5G signaling storm analysis for ALT-CSE-03-00432. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-1,True,Resolved,"[""ALT-CSE-03-00432""]"
CAS-CSE-03-0048,CSE-03,2024-12-08T22:32:45.976048,2024-12-08T23:20:24.799199,Core 5G signaling storm analysis for ALT-CSE-03-00435. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-3,False,Resolved,"[""ALT-CSE-03-00435""]"
CAS-CSE-03-0049,CSE-03,2024-10-15T08:51:07.206418,2024-10-15T09:24:52.558517,Core 5G signaling storm analysis for ALT-CSE-03-00439. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-5,False,Resolved,"[""ALT-CSE-03-00439""]"
CAS-CSE-03-0050,CSE-03,2024-11-15T15:00:13.155082,2024-11-15T15:49:19.779737,Core 5G signaling storm analysis for ALT-CSE-03-00446. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-5,False,Resolved,"[""ALT-CSE-03-00446""]"
CAS-CSE-03-0051,CSE-03,2024-11-10T11:48:01.234067,2024-11-10T12:16:04.912075,Core 5G signaling storm analysis for ALT-CSE-03-00455. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-4,False,Resolved,"[""ALT-CSE-03-00455""]"
CAS-CSE-03-0052,CSE-03,2024-12-25T08:44:18.080603,2024-12-25T09:44:09.980400,Core 5G signaling storm analysis for ALT-CSE-03-00472. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-3,False,Resolved,"[""ALT-CSE-03-00472""]"
CAS-CSE-03-0053,CSE-03,2024-12-17T04:05:25.488143,2024-12-17T04:56:15.919320,Core 5G signaling storm analysis for ALT-CSE-03-00474. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-3,True,Resolved,"[""ALT-CSE-03-00474""]"
CAS-CSE-03-0054,CSE-03,2024-11-11T01:17:25.927319,2024-11-11T02:25:35.155876,Core 5G signaling storm analysis for ALT-CSE-03-00479. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-4,False,Resolved,"[""ALT-CSE-03-00479""]"
CAS-CSE-03-0055,CSE-03,2024-12-22T19:02:43.196734,2024-12-22T19:58:23.640862,Core 5G signaling storm analysis for ALT-CSE-03-00484. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-4,False,Resolved,"[""ALT-CSE-03-00484""]"
CAS-CSE-03-0056,CSE-03,2024-11-11T18:28:51.736933,2024-11-11T19:18:34.365215,Core 5G signaling storm analysis for ALT-CSE-03-00489. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-6,False,Resolved,"[""ALT-CSE-03-00489""]"
CAS-CSE-03-0057,CSE-03,2024-12-01T16:07:18.272798,2024-12-01T16:50:22.270035,Core 5G signaling storm analysis for ALT-CSE-03-00490. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-1,True,Resolved,"[""ALT-CSE-03-00490""]"
CAS-CSE-03-0058,CSE-03,2024-11-11T17:58:29.235579,2024-11-11T19:17:26.700550,Core 5G signaling storm analysis for ALT-CSE-03-00495. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-3,False,Resolved,"[""ALT-CSE-03-00495""]"
CAS-CSE-03-0059,CSE-03,2024-12-18T22:48:51.695947,2024-12-19T00:05:26.944914,Core 5G signaling storm analysis for ALT-CSE-03-00505. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-5,True,Resolved,"[""ALT-CSE-03-00505""]"
CAS-CSE-03-0060,CSE-03,2024-10-09T11:44:12.632927,2024-10-09T12:50:13.502422,Core 5G signaling storm analysis for ALT-CSE-03-00522. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-6,False,Resolved,"[""ALT-CSE-03-00522""]"
CAS-CSE-03-0061,CSE-03,2024-11-26T19:16:45.362945,2024-11-26T20:31:24.732327,Core 5G signaling storm analysis for ALT-CSE-03-00523. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-1,False,Resolved,"[""ALT-CSE-03-00523""]"
CAS-CSE-03-0062,CSE-03,2024-12-05T16:28:43.827823,2024-12-05T17:46:33.742071,Core 5G signaling storm analysis for ALT-CSE-03-00530. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-6,False,Resolved,"[""ALT-CSE-03-00530""]"
CAS-CSE-03-0063,CSE-03,2024-10-12T17:24:33.529940,2024-10-12T18:01:00.547688,Core 5G signaling storm analysis for ALT-CSE-03-00537. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-3,False,Resolved,"[""ALT-CSE-03-00537""]"
CAS-CSE-03-0064,CSE-03,2024-10-03T03:30:35.060000,2024-10-03T04:44:18.646456,Core 5G signaling storm analysis for ALT-CSE-03-00542. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-3,False,Resolved,"[""ALT-CSE-03-00542""]"
CAS-CSE-03-0065,CSE-03,2024-12-08T12:24:53.002507,2024-12-08T13:27:23.860402,Core 5G signaling storm analysis for ALT-CSE-03-00544. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-4,False,Resolved,"[""ALT-CSE-03-00544""]"
CAS-CSE-03-0066,CSE-03,2024-12-21T21:23:57.663956,2024-12-21T22:13:41.027143,Core 5G signaling storm analysis for ALT-CSE-03-00548. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-4,False,Resolved,"[""ALT-CSE-03-00548""]"
CAS-CSE-03-0067,CSE-03,2024-10-17T21:35:07.605226,2024-10-17T22:12:03.296626,Core 5G signaling storm analysis for ALT-CSE-03-00566. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-5,False,Resolved,"[""ALT-CSE-03-00566""]"
CAS-CSE-03-0068,CSE-03,2024-11-03T01:05:55.846575,2024-11-03T02:07:29.206286,Core 5G signaling storm analysis for ALT-CSE-03-00594. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-3,False,Resolved,"[""ALT-CSE-03-00594""]"
CAS-CSE-03-0069,CSE-03,2024-11-24T09:36:48.951670,2024-11-24T10:26:14.150867,Core 5G signaling storm analysis for ALT-CSE-03-00601. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-6,False,Resolved,"[""ALT-CSE-03-00601""]"
CAS-CSE-03-0070,CSE-03,2024-10-28T06:22:12.100616,2024-10-28T07:13:42.286689,Core 5G signaling storm analysis for ALT-CSE-03-00602. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-6,True,Resolved,"[""ALT-CSE-03-00602""]"
CAS-CSE-03-0071,CSE-03,2024-12-26T22:38:54.147178,2024-12-26T23:11:26.682350,Core 5G signaling storm analysis for ALT-CSE-03-00623. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-4,False,Resolved,"[""ALT-CSE-03-00623""]"
CAS-CSE-03-0072,CSE-03,2024-11-27T07:53:44.532886,2024-11-27T08:41:40.131265,Core 5G signaling storm analysis for ALT-CSE-03-00658. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-3,False,Resolved,"[""ALT-CSE-03-00658""]"
CAS-CSE-03-0073,CSE-03,2024-11-22T10:01:11.487876,2024-11-22T10:47:31.300259,Core 5G signaling storm analysis for ALT-CSE-03-00670. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-3,False,Resolved,"[""ALT-CSE-03-00670""]"
CAS-CSE-03-0074,CSE-03,2024-10-31T09:54:05.133799,2024-10-31T11:14:40.979785,Core 5G signaling storm analysis for ALT-CSE-03-00681. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-3,False,Resolved,"[""ALT-CSE-03-00681""]"
CAS-CSE-03-0075,CSE-03,2024-10-11T23:59:17.898760,2024-10-12T00:54:33.844541,Core 5G signaling storm analysis for ALT-CSE-03-00690. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-6,False,Resolved,"[""ALT-CSE-03-00690""]"
CAS-CSE-03-0076,CSE-03,2024-12-15T15:10:22.664628,2024-12-15T15:41:26.128164,Core 5G signaling storm analysis for ALT-CSE-03-00698. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-3,False,Resolved,"[""ALT-CSE-03-00698""]"
CAS-CSE-03-0077,CSE-03,2024-10-23T18:00:29.542173,2024-10-23T19:15:06.041204,Core 5G signaling storm analysis for ALT-CSE-03-00702. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-4,False,Resolved,"[""ALT-CSE-03-00702""]"
CAS-CSE-03-0078,CSE-03,2024-11-08T10:47:59.815479,2024-11-08T11:16:37.220729,Core 5G signaling storm analysis for ALT-CSE-03-00705. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-5,False,Resolved,"[""ALT-CSE-03-00705""]"
CAS-CSE-03-0079,CSE-03,2024-11-05T07:50:11.644640,2024-11-05T08:37:18.178302,Core 5G signaling storm analysis for ALT-CSE-03-00713. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-5,False,Resolved,"[""ALT-CSE-03-00713""]"
CAS-CSE-03-0080,CSE-03,2024-10-03T01:38:23.399681,2024-10-03T02:56:55.958685,Core 5G signaling storm analysis for ALT-CSE-03-00744. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-3,False,Resolved,"[""ALT-CSE-03-00744""]"
CAS-CSE-03-0081,CSE-03,2024-11-09T10:17:20.908048,2024-11-09T11:11:04.889918,Core 5G signaling storm analysis for ALT-CSE-03-00746. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-1,False,Resolved,"[""ALT-CSE-03-00746""]"
CAS-CSE-03-0082,CSE-03,2024-11-05T14:38:46.249477,2024-11-05T15:55:02.382631,Core 5G signaling storm analysis for ALT-CSE-03-00747. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-1,False,Resolved,"[""ALT-CSE-03-00747""]"
CAS-CSE-03-0083,CSE-03,2024-10-04T22:47:50.222973,2024-10-04T23:24:17.504649,Core 5G signaling storm analysis for ALT-CSE-03-00759. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-6,False,Resolved,"[""ALT-CSE-03-00759""]"
CAS-CSE-03-0084,CSE-03,2024-12-08T02:43:11.989462,2024-12-08T03:53:02.255686,Core 5G signaling storm analysis for ALT-CSE-03-00760. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-6,False,Resolved,"[""ALT-CSE-03-00760""]"
CAS-CSE-03-0085,CSE-03,2024-11-30T20:26:18.875332,2024-11-30T21:10:50.101888,Core 5G signaling storm analysis for ALT-CSE-03-00766. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-1,False,Resolved,"[""ALT-CSE-03-00766""]"
CAS-CSE-03-0086,CSE-03,2024-11-06T23:54:46.143527,2024-11-07T00:35:06.659852,Core 5G signaling storm analysis for ALT-CSE-03-00767. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-3,False,Resolved,"[""ALT-CSE-03-00767""]"
CAS-CSE-03-0087,CSE-03,2024-10-16T00:49:47.718967,2024-10-16T01:22:54.818558,Core 5G signaling storm analysis for ALT-CSE-03-00768. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-5,False,Resolved,"[""ALT-CSE-03-00768""]"
CAS-CSE-03-0088,CSE-03,2024-10-26T17:21:03.996306,2024-10-26T17:52:43.803058,Core 5G signaling storm analysis for ALT-CSE-03-00776. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-3,False,Resolved,"[""ALT-CSE-03-00776""]"
CAS-CSE-03-0089,CSE-03,2024-12-17T20:04:21.204471,2024-12-17T21:04:45.656083,Core 5G signaling storm analysis for ALT-CSE-03-00783. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-3,False,Resolved,"[""ALT-CSE-03-00783""]"
CAS-CSE-03-0090,CSE-03,2024-10-25T00:41:06.044528,2024-10-25T01:55:27.726494,Core 5G signaling storm analysis for ALT-CSE-03-00795. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-6,False,Resolved,"[""ALT-CSE-03-00795""]"
CAS-CSE-03-0091,CSE-03,2024-11-11T02:35:08.882545,2024-11-11T03:05:16.459663,Core 5G signaling storm analysis for ALT-CSE-03-00810. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-5,False,Resolved,"[""ALT-CSE-03-00810""]"
CAS-CSE-03-0092,CSE-03,2024-10-09T09:54:32.922463,2024-10-09T10:47:33.346715,Core 5G signaling storm analysis for ALT-CSE-03-00814. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-4,False,Resolved,"[""ALT-CSE-03-00814""]"
CAS-CSE-03-0093,CSE-03,2024-10-06T01:21:42.818812,2024-10-06T02:30:27.560768,Core 5G signaling storm analysis for ALT-CSE-03-00829. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-1,True,Resolved,"[""ALT-CSE-03-00829""]"
CAS-CSE-03-0094,CSE-03,2024-10-18T05:14:11.774836,2024-10-18T06:25:46.967164,Core 5G signaling storm analysis for ALT-CSE-03-00830. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-3,False,Resolved,"[""ALT-CSE-03-00830""]"
CAS-CSE-03-0095,CSE-03,2024-12-16T15:49:24.509054,2024-12-16T16:50:54.492678,Core 5G signaling storm analysis for ALT-CSE-03-00844. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-3,False,Resolved,"[""ALT-CSE-03-00844""]"
CAS-CSE-03-0096,CSE-03,2024-10-05T17:39:56.030129,2024-10-05T18:29:34.828041,Core 5G signaling storm analysis for ALT-CSE-03-00847. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-2,False,Resolved,"[""ALT-CSE-03-00847""]"
CAS-CSE-03-0097,CSE-03,2024-12-14T00:35:28.864414,2024-12-14T01:39:13.396302,Core 5G signaling storm analysis for ALT-CSE-03-00854. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-1,True,Resolved,"[""ALT-CSE-03-00854""]"
CAS-CSE-03-0098,CSE-03,2024-12-25T03:13:08.650048,2024-12-25T03:46:32.644803,Core 5G signaling storm analysis for ALT-CSE-03-00878. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-2,False,Resolved,"[""ALT-CSE-03-00878""]"
CAS-CSE-03-0099,CSE-03,2024-11-03T23:53:28.884461,2024-11-04T00:48:59.707148,Core 5G signaling storm analysis for ALT-CSE-03-00911. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-4,False,Resolved,"[""ALT-CSE-03-00911""]"
CAS-CSE-03-0100,CSE-03,2024-11-03T15:09:13.681139,2024-11-03T15:32:16.271275,Core 5G signaling storm analysis for ALT-CSE-03-00914. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-6,False,Resolved,"[""ALT-CSE-03-00914""]"
CAS-CSE-03-0101,CSE-03,2024-12-14T14:01:13.308944,2024-12-14T15:02:44.478891,Core 5G signaling storm analysis for ALT-CSE-03-00942. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-1,False,Resolved,"[""ALT-CSE-03-00942""]"
CAS-CSE-03-0102,CSE-03,2024-10-07T13:37:00.740685,2024-10-07T14:36:23.163559,Core 5G signaling storm analysis for ALT-CSE-03-00947. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-5,False,Resolved,"[""ALT-CSE-03-00947""]"
CAS-CSE-03-0103,CSE-03,2024-11-13T03:19:33.215713,2024-11-13T04:36:36.202194,Core 5G signaling storm analysis for ALT-CSE-03-00949. GTP tunnel inspect completed with no packet tampering.,NOC-ANA-2,False,Resolved,"[""ALT-CSE-03-00949""]"
