case_id,cse_id,opened_at,closed_at,investigation_text,investigator_id,escalated,resolution,alert_ids
CAS-CSE-09-0011,CSE-09,2024-12-29T02:52:06.535836,2024-12-29T03:46:26.378799,Citizen gateway access anomaly ALT-CSE-09-00049 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-3,False,True Positive - Remediated,"[""ALT-CSE-09-00049""]"
CAS-CSE-09-0012,CSE-09,2024-11-18T22:32:36.892704,2024-11-18T23:51:30.796501,Citizen gateway access anomaly ALT-CSE-09-00054 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-4,False,True Positive - Remediated,"[""ALT-CSE-09-00054""]"
CAS-CSE-09-0013,CSE-09,2024-12-28T18:48:07.851152,2024-12-28T19:46:46.494870,Citizen gateway access anomaly ALT-CSE-09-00062 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-1,True,True Positive - Remediated,"[""ALT-CSE-09-00062""]"
CAS-CSE-09-0014,CSE-09,2024-11-27T03:05:45.541783,2024-11-27T04:41:20.518954,Citizen gateway access anomaly ALT-CSE-09-00071 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-3,True,True Positive - Remediated,"[""ALT-CSE-09-00071""]"
CAS-CSE-09-0015,CSE-09,2024-11-01T18:43:47.273337,2024-11-01T19:59:08.743437,Citizen gateway access anomaly ALT-CSE-09-00075 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-3,False,True Positive - Remediated,"[""ALT-CSE-09-00075""]"
CAS-CSE-09-0016,CSE-09,2024-12-25T00:20:32.937019,2024-12-25T01:47:16.009513,Citizen gateway access anomaly ALT-CSE-09-00081 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-4,False,True Positive - Remediated,"[""ALT-CSE-09-00081""]"
CAS-CSE-09-0017,CSE-09,2024-11-06T20:07:39.826724,2024-11-06T21:29:48.565538,Citizen gateway access anomaly ALT-CSE-09-00086 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-4,False,True Positive - Remediated,"[""ALT-CSE-09-00086""]"
CAS-CSE-09-0018,CSE-09,2024-12-25T18:00:07.425205,2024-12-25T19:38:03.516434,Citizen gateway access anomaly ALT-CSE-09-00090 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-3,False,True Positive - Remediated,"[""ALT-CSE-09-00090""]"
CAS-CSE-09-0019,CSE-09,2024-12-09T18:42:56.402644,2024-12-09T20:02:38.067575,Citizen gateway access anomaly ALT-CSE-09-00091 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-1,True,True Positive - Remediated,"[""ALT-CSE-09-00091""]"
CAS-CSE-09-0020,CSE-09,2024-11-28T20:00:26.507715,2024-11-28T20:35:57.657260,Citizen gateway access anomaly ALT-CSE-09-00094 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-1,True,True Positive - Remediated,"[""ALT-CSE-09-00094""]"
CAS-CSE-09-0021,CSE-09,2024-10-20T00:06:56.243684,2024-10-20T01:21:34.079706,Citizen gateway access anomaly ALT-CSE-09-00108 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-1,False,True Positive - Remediated,"[""ALT-CSE-09-00108""]"
CAS-CSE-09-0022,CSE-09,2024-12-15T11:27:27.980736,2024-12-15T11:53:29.303115,Citizen gateway access anomaly ALT-CSE-09-00112 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-1,False,True Positive - Remediated,"[""ALT-CSE-09-00112""]"
CAS-CSE-09-0023,CSE-09,2024-10-20T04:49:19.740180,2024-10-20T06:14:32.311819,Citizen gateway access anomaly ALT-CSE-09-00113 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-1,False,True Positive - Remediated,"[""ALT-CSE-09-00113""]"
CAS-CSE-09-0024,CSE-09,2024-10-25T23:57:31.424786,2024-10-26T01:04:28.108108,Citizen gateway access anomaly ALT-CSE-09-00118 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-4,False,True Positive - Remediated,"[""ALT-CSE-09-00118""]"
CAS-CSE-09-0025,CSE-09,2024-12-12T22:37:39.917541,2024-12-13T00:12:40.994369,Citizen gateway access anomaly ALT-CSE-09-00121 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-4,False,True Positive - Remediated,"[""ALT-CSE-09-00121""]"
CAS-CSE-09-0026,CSE-09,2024-10-01T12:22:01.776634,2024-10-01T13:49:08.308607,Citizen gateway access anomaly ALT-CSE-09-00128 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-4,False,True Positive - Remediated,"[""ALT-CSE-09-00128""]"
CAS-CSE-09-0027,CSE-09,2024-12-03T20:37:49.114360,2024-12-03T22:21:02.811298,Citizen gateway access anomaly ALT-CSE-09-00129 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-4,False,True Positive - Remediated,"[""ALT-CSE-09-00129""]"
CAS-CSE-09-0028,CSE-09,2024-11-08T05:23:04.681489,2024-11-08T06:34:04.908611,Citizen gateway access anomaly ALT-CSE-09-00130 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-4,True,True Positive - Remediated,"[""ALT-CSE-09-00130""]"
CAS-CSE-09-0029,CSE-09,2024-11-13T19:49:02.281651,2024-11-13T20:43:58.949883,Citizen gateway access anomaly ALT-CSE-09-00132 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-1,True,True Positive - Remediated,"[""ALT-CSE-09-00132""]"
CAS-CSE-09-0030,CSE-09,2024-12-20T20:29:14.561598,2024-12-20T21:07:28.035556,Citizen gateway access anomaly ALT-CSE-09-00137 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-2,True,True Positive - Remediated,"[""ALT-CSE-09-00137""]"
CAS-CSE-09-0031,CSE-09,2024-12-03T08:56:27.617507,2024-12-03T09:39:10.486459,Citizen gateway access anomaly ALT-CSE-09-00143 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-3,False,True Positive - Remediated,"[""ALT-CSE-09-00143""]"
CAS-CSE-09-0032,CSE-09,2024-11-11T13:20:33.850994,2024-11-11T14:41:00.749007,Citizen gateway access anomaly ALT-CSE-09-00150 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-3,True,True Positive - Remediated,"[""ALT-CSE-09-00150""]"
CAS-CSE-09-0033,CSE-09,2024-10-15T21:44:07.908154,2024-10-15T23:16:24.608718,Citizen gateway access anomaly ALT-CSE-09-00152 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-3,False,True Positive - Remediated,"[""ALT-CSE-09-00152""]"
CAS-CSE-09-0034,CSE-09,2024-12-29T03:42:23.284581,2024-12-29T05:22:45.454270,Citizen gateway access anomaly ALT-CSE-09-00156 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-3,False,True Positive - Remediated,"[""ALT-CSE-09-00156""]"
CAS-CSE-09-0035,CSE-09,2024-12-03T18:18:31.734591,2024-12-03T18:53:56.595680,Citizen gateway access anomaly ALT-CSE-09-00158 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-3,False,True Positive - Remediated,"[""ALT-CSE-09-00158""]"
CAS-CSE-09-0036,CSE-09,2024-12-04T11:11:37.168040,2024-12-04T12:11:49.549771,Citizen gateway access anomaly ALT-CSE-09-00174 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-3,False,True Positive - Remediated,"[""ALT-CSE-09-00174""]"
CAS-CSE-09-0037,CSE-09,2024-10-27T11:50:44.951724,2024-10-27T12:47:03.266509,Citizen gateway access anomaly ALT-CSE-09-00188 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-2,True,True Positive - Remediated,"[""ALT-CSE-09-00188""]"
CAS-CSE-09-0038,CSE-09,2024-10-29T22:50:18.898778,2024-10-29T23:36:19.173581,Citizen gateway access anomaly ALT-CSE-09-00190 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-4,False,True Positive - Remediated,"[""ALT-CSE-09-00190""]"
CAS-CSE-09-0039,CSE-09,2024-11-01T23:56:56.143061,2024-11-02T01:40:08.542273,Citizen gateway access anomaly ALT-CSE-09-00194 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-1,False,True Positive - Remediated,"[""ALT-CSE-09-00194""]"
CAS-CSE-09-0040,CSE-09,2024-10-03T16:32:01.299997,2024-10-03T17:51:55.115343,Citizen gateway access anomaly ALT-CSE-09-00203 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-3,False,True Positive - Remediated,"[""ALT-CSE-09-00203""]"
CAS-CSE-09-0041,CSE-09,2024-10-12T05:02:38.335245,2024-10-12T05:54:10.865344,Citizen gateway access anomaly ALT-CSE-09-00219 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-4,True,True Positive - Remediated,"[""ALT-CSE-09-00219""]"
CAS-CSE-09-0042,CSE-09,2024-11-30T23:43:13.186313,2024-12-01T01:13:26.034475,Citizen gateway access anomaly ALT-CSE-09-00221 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-2,False,True Positive - Remediated,"[""ALT-CSE-09-00221""]"
CAS-CSE-09-0043,CSE-09,2024-12-01T09:50:47.091685,2024-12-01T11:28:07.175218,Citizen gateway access anomaly ALT-CSE-09-00223 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-3,False,True Positive - Remediated,"[""ALT-CSE-09-00223""]"
CAS-CSE-09-0044,CSE-09,2024-11-04T23:48:07.613685,2024-11-05T00:27:58.339289,Citizen gateway access anomaly ALT-CSE-09-00234 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-1,False,True Positive - Remediated,"[""ALT-CSE-09-00234""]"
CAS-CSE-09-0045,CSE-09,2024-10-23T22:47:10.609373,2024-10-23T23:25:59.019158,Citizen gateway access anomaly ALT-CSE-09-00236 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-3,False,True Positive - Remediated,"[""ALT-CSE-09-00236""]"
CAS-CSE-09-0046,CSE-09,2024-11-28T16:33:15.653050,2024-11-28T18:09:34.753325,Citizen gateway access anomaly ALT-CSE-09-00247 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-4,True,True Positive - Remediated,"[""ALT-CSE-09-00247""]"
CAS-CSE-09-0047,CSE-09,2024-10-21T05:32:38.961098,2024-10-21T06:15:27.939929,Citizen gateway access anomaly ALT-CSE-09-00275 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-4,False,True Positive - Remediated,"[""ALT-CSE-09-00275""]"
CAS-CSE-09-0048,CSE-09,2024-10-16T09:07:45.000872,2024-10-16T10:16:33.349831,Citizen gateway access anomaly ALT-CSE-09-00276 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-3,True,True Positive - Remediated,"[""ALT-CSE-09-00276""]"
CAS-CSE-09-0049,CSE-09,2024-12-28T16:48:49.702271,2024-12-28T18:00:06.305792,Citizen gateway access anomaly ALT-CSE-09-00279 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-2,True,True Positive - Remediated,"[""ALT-CSE-09-00279""]"
CAS-CSE-09-0050,CSE-09,2024-11-12T15:13:23.558784,2024-11-12T16:26:11.127815,Citizen gateway access anomaly ALT-CSE-09-00282 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-1,False,True Positive - Remediated,"[""ALT-CSE-09-00282""]"
CAS-CSE-09-0051,CSE-09,2024-10-08T16:11:10.602082,2024-10-08T17:17:15.938764,Citizen gateway access anomaly ALT-CSE-09-00287 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-1,False,True Positive - Remediated,"[""ALT-CSE-09-00287""]"
CAS-CSE-09-0052,CSE-09,2024-10-18T21:20:16.675857,2024-10-18T22:13:56.552876,Citizen gateway access anomaly ALT-CSE-09-00290 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-1,False,True Positive - Remediated,"[""ALT-CSE-09-00290""]"
CAS-CSE-09-0053,CSE-09,2024-10-12T19:00:10.102665,2024-10-12T19:55:06.963504,Citizen gateway access anomaly ALT-CSE-09-00301 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-2,False,True Positive - Remediated,"[""ALT-CSE-09-00301""]"
CAS-CSE-09-0054,CSE-09,2024-12-27T22:46:29.303065,2024-12-28T00:06:13.041955,Citizen gateway access anomaly ALT-CSE-09-00306 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-2,True,True Positive - Remediated,"[""ALT-CSE-09-00306""]"
CAS-CSE-09-0055,CSE-09,2024-10-10T23:02:24.993520,2024-10-11T00:26:24.302294,Citizen gateway access anomaly ALT-CSE-09-00310 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-2,False,True Positive - Remediated,"[""ALT-CSE-09-00310""]"
CAS-CSE-09-0056,CSE-09,2024-12-01T13:51:05.059076,2024-12-01T14:42:51.463432,Citizen gateway access anomaly ALT-CSE-09-00311 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-1,False,True Positive - Remediated,"[""ALT-CSE-09-00311""]"
CAS-CSE-09-0057,CSE-09,2024-12-18T07:49:38.809255,2024-12-18T08:31:19.966221,Citizen gateway access anomaly ALT-CSE-09-00319 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-1,False,True Positive - Remediated,"[""ALT-CSE-09-00319""]"
CAS-CSE-09-0058,CSE-09,2024-10-03T01:39:32.381563,2024-10-03T03:23:45.840870,Citizen gateway access anomaly ALT-CSE-09-00321 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-2,False,True Positive - Remediated,"[""ALT-CSE-09-00321""]"
CAS-CSE-09-0059,CSE-09,2024-12-17T03:46:24.830392,2024-12-17T04:57:59.400633,Citizen gateway access anomaly ALT-CSE-09-00327 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-4,False,True Positive - Remediated,"[""ALT-CSE-09-00327""]"
CAS-CSE-09-0060,CSE-09,2024-11-20T07:51:21.085648,2024-11-20T09:20:18.734166,Citizen gateway access anomaly ALT-CSE-09-00331 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-2,False,True Positive - Remediated,"[""ALT-CSE-09-00331""]"
CAS-CSE-09-0061,CSE-09,2024-10-01T19:34:17.984015,2024-10-01T20:36:05.434945,Citizen gateway access anomaly ALT-CSE-09-00332 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-1,True,True Positive - Remediated,"[""ALT-CSE-09-00332""]"
CAS-CSE-09-0062,CSE-09,2024-12-18T17:42:50.282945,2024-12-18T19:18:24.705359,Citizen gateway access anomaly ALT-CSE-09-00342 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-4,False,True Positive - Remediated,"[""ALT-CSE-09-00342""]"
CAS-CSE-09-0063,CSE-09,2024-12-03T17:57:39.344256,2024-12-03T18:48:09.204994,Citizen gateway access anomaly ALT-CSE-09-00376 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-2,False,True Positive - Remediated,"[""ALT-CSE-09-00376""]"
CAS-CSE-09-0064,CSE-09,2024-12-01T23:09:28.865775,2024-12-02T00:27:33.156552,Citizen gateway access anomaly ALT-CSE-09-00377 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-2,False,True Positive - Remediated,"[""ALT-CSE-09-00377""]"
CAS-CSE-09-0065,CSE-09,2024-11-21T21:19:49.987311,2024-11-21T22:05:05.672481,Citizen gateway access anomaly ALT-CSE-09-00380 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-4,False,True Positive - Remediated,"[""ALT-CSE-09-00380""]"
CAS-CSE-09-0066,CSE-09,2024-12-18T04:37:48.233806,2024-12-18T05:11:18.263037,Citizen gateway access anomaly ALT-CSE-09-00387 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-4,False,True Positive - Remediated,"[""ALT-CSE-09-00387""]"
CAS-CSE-09-0067,CSE-09,2024-11-26T11:10:40.565555,2024-11-26T12:45:11.110717,Citizen gateway access anomaly ALT-CSE-09-00390 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-2,False,True Positive - Remediated,"[""ALT-CSE-09-00390""]"
CAS-CSE-09-0068,CSE-09,2024-10-22T12:31:50.923015,2024-10-22T13:25:13.373313,Citizen gateway access anomaly ALT-CSE-09-00395 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-3,False,True Positive - Remediated,"[""ALT-CSE-09-00395""]"
CAS-CSE-09-0069,CSE-09,2024-10-18T11:34:23.917161,2024-10-18T12:56:21.679691,Citizen gateway access anomaly ALT-CSE-09-00397 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-4,True,True Positive - Remediated,"[""ALT-CSE-09-00397""]"
CAS-CSE-09-0070,CSE-09,2024-11-21T11:22:41.164335,2024-11-21T12:50:31.465783,Citizen gateway access anomaly ALT-CSE-09-00406 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-4,False,True Positive - Remediated,"[""ALT-CSE-09-00406""]"
CAS-CSE-09-0071,CSE-09,2024-12-04T09:27:30.434968,2024-12-04T10:39:47.193114,Citizen gateway access anomaly ALT-CSE-09-00411 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-3,False,True Positive - Remediated,"[""ALT-CSE-09-00411""]"
CAS-CSE-09-0072,CSE-09,2024-12-18T02:06:50.029597,2024-12-18T03:19:10.804838,Citizen gateway access anomaly ALT-CSE-09-00413 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-2,False,True Positive - Remediated,"[""ALT-CSE-09-00413""]"
CAS-CSE-09-0073,CSE-09,2024-12-21T11:42:06.925946,2024-12-21T13:08:34.199635,Citizen gateway access anomaly ALT-CSE-09-00417 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-3,False,True Positive - Remediated,"[""ALT-CSE-09-00417""]"
CAS-CSE-09-0074,CSE-09,2024-10-02T12:26:57.800595,2024-10-02T13:37:34.724771,Citizen gateway access anomaly ALT-CSE-09-00418 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-1,False,True Positive - Remediated,"[""ALT-CSE-09-00418""]"
CAS-CSE-09-0075,CSE-09,2024-11-09T15:23:38.611669,2024-11-09T16:28:52.417119,Citizen gateway access anomaly ALT-CSE-09-00424 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-1,True,True Positive - Remediated,"[""ALT-CSE-09-00424""]"
CAS-CSE-09-0076,CSE-09,2024-12-05T04:13:17.141045,2024-12-05T04:59:51.343834,Citizen gateway access anomaly ALT-CSE-09-00425 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-2,False,True Positive - Remediated,"[""ALT-CSE-09-00425""]"
CAS-CSE-09-0077,CSE-09,2024-11-27T05:46:07.708067,2024-11-27T06:47:14.088796,Citizen gateway access anomaly ALT-CSE-09-00429 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-2,False,True Positive - Remediated,"[""ALT-CSE-09-00429""]"
CAS-CSE-09-0078,CSE-09,2024-10-14T12:29:29.564834,2024-10-14T13:13:40.189581,Citizen gateway access anomaly ALT-CSE-09-00442 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-4,True,True Positive - Remediated,"[""ALT-CSE-09-00442""]"
CAS-CSE-09-0079,CSE-09,2024-12-18T01:12:08.288706,2024-12-18T02:23:11.424763,Citizen gateway access anomaly ALT-CSE-09-00446 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-4,False,True Positive - Remediated,"[""ALT-CSE-09-00446""]"
CAS-CSE-09-0080,CSE-09,2024-12-10T03:23:19.295050,2024-12-10T04:35:14.090760,Citizen gateway access anomaly ALT-CSE-09-00453 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-4,True,True Positive - Remediated,"[""ALT-CSE-09-00453""]"
CAS-CSE-09-0081,CSE-09,2024-10-24T02:53:32.916427,2024-10-24T03:28:00.025471,Citizen gateway access anomaly ALT-CSE-09-00454 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-2,False,True Positive - Remediated,"[""ALT-CSE-09-00454""]"
CAS-CSE-09-0082,CSE-09,2024-12-09T05:02:30.140057,2024-12-09T06:15:26.157595,Citizen gateway access anomaly ALT-CSE-09-00462 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-4,False,True Positive - Remediated,"[""ALT-CSE-09-00462""]"
CAS-CSE-09-0083,CSE-09,2024-10-24T06:58:24.056713,2024-10-24T07:30:29.407070,Citizen gateway access anomaly ALT-CSE-09-00470 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-1,False,True Positive - Remediated,"[""ALT-CSE-09-00470""]"
CAS-CSE-09-0084,CSE-09,2024-11-28T18:59:01.409942,2024-11-28T20:01:45.951389,Citizen gateway access anomaly ALT-CSE-09-00476 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-1,False,True Positive - Remediated,"[""ALT-CSE-09-00476""]"
CAS-CSE-09-0085,CSE-09,2024-12-02T20:19:51.131002,2024-12-02T21:46:53.053713,Citizen gateway access anomaly ALT-CSE-09-00497 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-3,True,True Positive - Remediated,"[""ALT-CSE-09-00497""]"
CAS-CSE-09-0086,CSE-09,2024-10-27T19:19:07.478312,2024-10-27T20:01:24.684135,Citizen gateway access anomaly ALT-CSE-09-00502 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-4,False,True Positive - Remediated,"[""ALT-CSE-09-00502""]"
CAS-CSE-09-0087,CSE-09,2024-10-19T20:04:05.006755,2024-10-19T21:31:35.999022,Citizen gateway access anomaly ALT-CSE-09-00516 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-4,False,True Positive - Remediated,"[""ALT-CSE-09-00516""]"
CAS-CSE-09-0088,CSE-09,2024-11-10T04:17:17.612619,2024-11-10T05:47:40.220352,Citizen gateway access anomaly ALT-CSE-09-00517 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-4,False,True Positive - Remediated,"[""ALT-CSE-09-00517""]"
CAS-CSE-09-0089,CSE-09,2024-10-19T07:48:31.978469,2024-10-19T09:15:45.649089,Citizen gateway access anomaly ALT-CSE-09-00525 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-4,False,True Positive - Remediated,"[""ALT-CSE-09-00525""]"
CAS-CSE-09-0090,CSE-09,2024-11-19T12:33:45.918607,2024-11-19T14:00:33.226128,Citizen gateway access anomaly ALT-CSE-09-00539 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-2,False,True Positive - Remediated,"[""ALT-CSE-09-00539""]"
CAS-CSE-09-0091,CSE-09,2024-10-22T20:27:05.307934,2024-10-22T22:02:10.221835,Citizen gateway access anomaly ALT-CSE-09-00541 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-1,False,True Positive - Remediated,"[""ALT-CSE-09-00541""]"
CAS-CSE-09-0092,CSE-09,2024-10-03T19:12:14.719039,2024-10-03T20:44:26.666171,Citizen gateway access anomaly ALT-CSE-09-00542 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-3,False,True Positive - Remediated,"[""ALT-CSE-09-00542""]"
CAS-CSE-09-0093,CSE-09,2024-12-16T04:45:39.304081,2024-12-16T06:04:24.488139,Citizen gateway access anomaly ALT-CSE-09-00545 correlated with rate-limiting WAF rules. No unauthorized token issuance.,CERT-IN-ANA-3,False,True Positive - Remediated,"[""ALT-CSE-09-00545""]"
