case_id,cse_id,opened_at,closed_at,investigation_text,investigator_id,escalated,resolution,alert_ids
CAS-CSE-01-0011,CSE-01,2024-10-01 09:30:02.205157,2024-10-01 12:25:04.935596,Investigation completed. Findings documented in internal tracker 1.,ANA-02,False,Resolved,"[""ALT-CSE-01-00043""]"
CAS-CSE-01-0012,CSE-01,2024-11-25 16:16:29.552429,2024-11-25 16:51:08.632283,Investigation completed. Findings documented in internal tracker 25.,ANA-04,False,Resolved,"[""ALT-CSE-01-00045""]"
CAS-CSE-01-0013,CSE-01,2024-12-13 23:46:36.065867,2024-12-14 00:02:06.777047,Investigation completed. Findings documented in internal tracker 4.,ANA-01,False,Resolved,"[""ALT-CSE-01-00046""]"
CAS-CSE-01-0014,CSE-01,2024-11-29 05:35:39.409841,2024-11-29 07:20:02.756450,Investigation completed. Findings documented in internal tracker 5.,ANA-05,True,Resolved,"[""ALT-CSE-01-00051""]"
CAS-CSE-01-0015,CSE-01,2024-10-26 20:17:58.373568,2024-10-26 21:33:00.564414,Investigation completed. Findings documented in internal tracker 34.,ANA-03,False,Resolved,"[""ALT-CSE-01-00057""]"
CAS-CSE-01-0016,CSE-01,2024-12-11 11:56:53.122798,2024-12-11 12:24:10.338677,Investigation completed. Findings documented in internal tracker 8.,ANA-05,False,Resolved,"[""ALT-CSE-01-00060""]"
CAS-CSE-01-0017,CSE-01,2024-12-16 09:19:19.117662,2024-12-16 10:12:56.953977,Investigation completed. Findings documented in internal tracker 8.,ANA-02,False,Resolved,"[""ALT-CSE-01-00063""]"
CAS-CSE-01-0018,CSE-01,2024-10-13 10:40:06.747592,2024-10-13 11:59:19.468702,Investigation completed. Findings documented in internal tracker 21.,ANA-03,False,Resolved,"[""ALT-CSE-01-00064""]"
CAS-CSE-01-0019,CSE-01,2024-12-25 03:38:39.164729,2024-12-25 04:18:24.300955,Investigation completed. Findings documented in internal tracker 24.,ANA-01,True,Resolved,"[""ALT-CSE-01-00068""]"
CAS-CSE-01-0020,CSE-01,2024-12-18 16:58:22.000442,2024-12-18 17:39:52.091122,Investigation completed. Findings documented in internal tracker 1.,ANA-03,False,Resolved,"[""ALT-CSE-01-00071""]"
CAS-CSE-01-0021,CSE-01,2024-11-17 22:30:09.433941,2024-11-17 22:59:45.477963,Investigation completed. Findings documented in internal tracker 17.,ANA-01,True,Resolved,"[""ALT-CSE-01-00072""]"
CAS-CSE-01-0022,CSE-01,2024-12-24 15:12:43.222818,2024-12-24 15:53:15.909624,Investigation completed. Findings documented in internal tracker 19.,ANA-05,True,Resolved,"[""ALT-CSE-01-00088""]"
CAS-CSE-01-0023,CSE-01,2024-11-24 23:17:06.648795,2024-11-24 23:50:11.839888,Investigation completed. Findings documented in internal tracker 38.,ANA-05,False,Resolved,"[""ALT-CSE-01-00092""]"
CAS-CSE-01-0024,CSE-01,2024-12-10 21:20:47.920471,2024-12-10 22:20:39.221230,Investigation completed. Findings documented in internal tracker 27.,ANA-05,True,Resolved,"[""ALT-CSE-01-00095""]"
CAS-CSE-01-0025,CSE-01,2024-10-25 02:03:40.404954,2024-10-25 02:45:36.553396,Investigation completed. Findings documented in internal tracker 6.,ANA-05,False,Resolved,"[""ALT-CSE-01-00097""]"
CAS-CSE-01-0026,CSE-01,2024-10-26 18:08:32.559103,2024-10-26 18:55:05.729630,Investigation completed. Findings documented in internal tracker 28.,ANA-03,False,Resolved,"[""ALT-CSE-01-00099""]"
CAS-CSE-01-0027,CSE-01,2024-12-09 12:25:27.555750,2024-12-09 13:51:10.466331,Investigation completed. Findings documented in internal tracker 20.,ANA-03,False,Resolved,"[""ALT-CSE-01-00102""]"
CAS-CSE-01-0028,CSE-01,2024-10-31 04:29:05.245087,2024-10-31 05:00:23.323929,Investigation completed. Findings documented in internal tracker 7.,ANA-05,False,Resolved,"[""ALT-CSE-01-00103""]"
CAS-CSE-01-0029,CSE-01,2024-10-24 18:47:28.814212,2024-10-24 19:50:16.226957,Investigation completed. Findings documented in internal tracker 15.,ANA-04,False,Resolved,"[""ALT-CSE-01-00104""]"
CAS-CSE-01-0030,CSE-01,2024-12-24 16:04:09.209457,2024-12-24 17:08:35.785152,Investigation completed. Findings documented in internal tracker 33.,ANA-02,False,Resolved,"[""ALT-CSE-01-00107""]"
CAS-CSE-01-0031,CSE-01,2024-11-20 10:55:50.792311,2024-11-20 11:46:22.166661,Investigation completed. Findings documented in internal tracker 22.,ANA-02,True,Resolved,"[""ALT-CSE-01-00108""]"
CAS-CSE-01-0032,CSE-01,2024-11-19 09:32:00.940491,2024-11-19 10:18:11.654517,Investigation completed. Findings documented in internal tracker 14.,ANA-02,False,Resolved,"[""ALT-CSE-01-00112""]"
CAS-CSE-01-0033,CSE-01,2024-11-25 22:43:11.153694,2024-11-25 23:22:00.779983,Investigation completed. Findings documented in internal tracker 3.,ANA-05,False,Resolved,"[""ALT-CSE-01-00113""]"
CAS-CSE-01-0034,CSE-01,2024-12-19 05:40:38.891327,2024-12-19 06:13:25.204215,Investigation completed. Findings documented in internal tracker 14.,ANA-01,False,Resolved,"[""ALT-CSE-01-00131""]"
CAS-CSE-01-0035,CSE-01,2024-10-28 07:24:12.737498,2024-10-28 08:14:24.297530,Investigation completed. Findings documented in internal tracker 37.,ANA-01,False,Resolved,"[""ALT-CSE-01-00132""]"
CAS-CSE-01-0036,CSE-01,2024-12-20 06:17:15.720215,2024-12-20 07:45:45.703389,Investigation completed. Findings documented in internal tracker 26.,ANA-02,False,Resolved,"[""ALT-CSE-01-00133""]"
CAS-CSE-01-0037,CSE-01,2024-10-25 12:31:56.906165,2024-10-25 14:54:11.454990,Investigation completed. Findings documented in internal tracker 24.,ANA-04,True,Resolved,"[""ALT-CSE-01-00141""]"
CAS-CSE-01-0038,CSE-01,2024-10-13 03:37:26.368270,2024-10-13 04:20:26.379813,Investigation completed. Findings documented in internal tracker 5.,ANA-02,False,Resolved,"[""ALT-CSE-01-00143""]"
CAS-CSE-01-0039,CSE-01,2024-11-20 07:39:27.536945,2024-11-20 08:04:12.240041,Investigation completed. Findings documented in internal tracker 20.,ANA-03,True,Resolved,"[""ALT-CSE-01-00146""]"
CAS-CSE-01-0040,CSE-01,2024-11-29 23:09:49.363411,2024-11-30 00:13:09.211478,Investigation completed. Findings documented in internal tracker 37.,ANA-02,True,Resolved,"[""ALT-CSE-01-00148""]"
CAS-CSE-01-0041,CSE-01,2024-10-08 18:14:56.116240,2024-10-08 19:50:49.611104,Investigation completed. Findings documented in internal tracker 11.,ANA-05,False,Resolved,"[""ALT-CSE-01-00155""]"
CAS-CSE-01-0042,CSE-01,2024-10-21 10:37:58.273326,2024-10-21 11:34:26.408056,Investigation completed. Findings documented in internal tracker 10.,ANA-01,True,Resolved,"[""ALT-CSE-01-00180""]"
CAS-CSE-01-0043,CSE-01,2024-11-19 17:42:02.063993,2024-11-19 20:25:05.052083,Investigation completed. Findings documented in internal tracker 26.,ANA-05,False,Resolved,"[""ALT-CSE-01-00181""]"
CAS-CSE-01-0044,CSE-01,2024-10-06 13:07:47.277948,2024-10-06 13:23:32.305976,Investigation completed. Findings documented in internal tracker 39.,ANA-05,False,Resolved,"[""ALT-CSE-01-00186""]"
CAS-CSE-01-0045,CSE-01,2024-12-29 06:09:25.876366,2024-12-29 06:50:02.135802,Investigation completed. Findings documented in internal tracker 37.,ANA-01,False,Resolved,"[""ALT-CSE-01-00190""]"
CAS-CSE-01-0046,CSE-01,2024-11-11 08:22:58.788380,2024-11-11 08:49:05.403007,Investigation completed. Findings documented in internal tracker 26.,ANA-03,True,Resolved,"[""ALT-CSE-01-00200""]"
CAS-CSE-01-0047,CSE-01,2024-11-11 03:55:47.617708,2024-11-11 06:04:49.376080,Investigation completed. Findings documented in internal tracker 19.,ANA-02,False,Resolved,"[""ALT-CSE-01-00202""]"
CAS-CSE-01-0048,CSE-01,2024-11-02 18:54:59.454032,2024-11-02 20:52:00.322540,Investigation completed. Findings documented in internal tracker 10.,ANA-04,False,Resolved,"[""ALT-CSE-01-00203""]"
CAS-CSE-01-0049,CSE-01,2024-10-15 11:38:45.626418,2024-10-15 12:17:02.953883,Investigation completed. Findings documented in internal tracker 9.,ANA-04,False,Resolved,"[""ALT-CSE-01-00207""]"
CAS-CSE-01-0050,CSE-01,2024-12-26 22:06:09.238826,2024-12-26 22:10:04.388907,Investigation completed. Findings documented in internal tracker 1.,ANA-03,True,Resolved,"[""ALT-CSE-01-00211""]"
CAS-CSE-01-0051,CSE-01,2024-11-10 03:29:45.245940,2024-11-10 04:24:59.351386,Investigation completed. Findings documented in internal tracker 14.,ANA-05,False,Resolved,"[""ALT-CSE-01-00213""]"
CAS-CSE-01-0052,CSE-01,2024-10-27 09:56:08.551268,2024-10-27 13:17:54.807767,Investigation completed. Findings documented in internal tracker 22.,ANA-04,False,Resolved,"[""ALT-CSE-01-00219""]"
CAS-CSE-01-0053,CSE-01,2024-10-09 12:26:04.041705,2024-10-09 13:11:47.316702,Investigation completed. Findings documented in internal tracker 9.,ANA-03,True,Resolved,"[""ALT-CSE-01-00223""]"
CAS-CSE-01-0054,CSE-01,2024-10-19 18:16:36.947438,2024-10-19 18:57:42.812608,Investigation completed. Findings documented in internal tracker 20.,ANA-04,True,Resolved,"[""ALT-CSE-01-00231""]"
CAS-CSE-01-0055,CSE-01,2024-11-18 12:11:27.072895,2024-11-18 13:14:05.907469,Investigation completed. Findings documented in internal tracker 38.,ANA-01,True,Resolved,"[""ALT-CSE-01-00233""]"
CAS-CSE-01-0056,CSE-01,2024-12-10 08:58:27.015242,2024-12-10 10:30:17.366067,Investigation completed. Findings documented in internal tracker 12.,ANA-03,False,Resolved,"[""ALT-CSE-01-00234""]"
CAS-CSE-01-0057,CSE-01,2024-12-11 16:50:16.651132,2024-12-11 17:06:37.220984,Investigation completed. Findings documented in internal tracker 5.,ANA-04,False,Resolved,"[""ALT-CSE-01-00244""]"
CAS-CSE-01-0058,CSE-01,2024-12-19 00:21:14.071015,2024-12-19 01:56:42.988299,Investigation completed. Findings documented in internal tracker 3.,ANA-04,True,Resolved,"[""ALT-CSE-01-00245""]"
CAS-CSE-01-0059,CSE-01,2024-11-28 17:15:42.539977,2024-11-28 18:33:31.096026,Investigation completed. Findings documented in internal tracker 16.,ANA-02,False,Resolved,"[""ALT-CSE-01-00247""]"
CAS-CSE-01-0060,CSE-01,2024-12-10 10:50:05.992415,2024-12-10 11:23:26.927185,Investigation completed. Findings documented in internal tracker 23.,ANA-01,False,Resolved,"[""ALT-CSE-01-00250""]"
CAS-CSE-01-0061,CSE-01,2024-12-12 21:44:48.271509,2024-12-12 22:38:43.828843,Investigation completed. Findings documented in internal tracker 26.,ANA-01,False,Resolved,"[""ALT-CSE-01-00261""]"
CAS-CSE-01-0062,CSE-01,2024-12-20 19:19:05.453269,2024-12-20 20:13:26.036133,Investigation completed. Findings documented in internal tracker 14.,ANA-05,False,Resolved,"[""ALT-CSE-01-00264""]"
CAS-CSE-01-0063,CSE-01,2024-10-17 08:40:55.424182,2024-10-17 09:55:24.618805,Investigation completed. Findings documented in internal tracker 13.,ANA-03,False,Resolved,"[""ALT-CSE-01-00273""]"
CAS-CSE-01-0064,CSE-01,2024-10-06 20:03:22.311582,2024-10-06 20:50:20.648388,Investigation completed. Findings documented in internal tracker 15.,ANA-01,False,Resolved,"[""ALT-CSE-01-00274""]"
CAS-CSE-01-0065,CSE-01,2024-12-20 20:57:22.071415,2024-12-20 21:42:10.266293,Investigation completed. Findings documented in internal tracker 25.,ANA-03,False,Resolved,"[""ALT-CSE-01-00278""]"
CAS-CSE-01-0066,CSE-01,2024-10-01 03:07:25.385047,2024-10-01 05:16:55.160557,Investigation completed. Findings documented in internal tracker 12.,ANA-01,True,Resolved,"[""ALT-CSE-01-00281""]"
CAS-CSE-01-0067,CSE-01,2024-10-02 08:28:45.540820,2024-10-02 11:33:14.050233,Investigation completed. Findings documented in internal tracker 5.,ANA-04,False,Resolved,"[""ALT-CSE-01-00293""]"
CAS-CSE-01-0068,CSE-01,2024-10-15 17:36:10.138395,2024-10-15 19:10:32.249835,Investigation completed. Findings documented in internal tracker 15.,ANA-04,False,Resolved,"[""ALT-CSE-01-00294""]"
CAS-CSE-01-0069,CSE-01,2024-12-09 21:05:41.556657,2024-12-09 21:58:31.792972,Investigation completed. Findings documented in internal tracker 28.,ANA-04,False,Resolved,"[""ALT-CSE-01-00298""]"
CAS-CSE-01-0070,CSE-01,2024-12-05 07:02:27.228250,2024-12-05 09:23:06.991913,Investigation completed. Findings documented in internal tracker 27.,ANA-03,False,Resolved,"[""ALT-CSE-01-00299""]"
CAS-CSE-01-0071,CSE-01,2024-11-27 11:59:53.684338,2024-11-27 12:26:59.834476,Investigation completed. Findings documented in internal tracker 9.,ANA-01,False,Resolved,"[""ALT-CSE-01-00300""]"
CAS-CSE-01-0072,CSE-01,2024-10-31 14:53:50.711060,2024-10-31 15:32:17.501965,Investigation completed. Findings documented in internal tracker 7.,ANA-03,True,Resolved,"[""ALT-CSE-01-00302""]"
CAS-CSE-01-0073,CSE-01,2024-12-19 08:47:32.993417,2024-12-19 11:48:15.710957,Investigation completed. Findings documented in internal tracker 12.,ANA-02,True,Resolved,"[""ALT-CSE-01-00303""]"
CAS-CSE-01-0074,CSE-01,2024-11-21 16:57:23.281721,2024-11-21 18:51:48.523095,Investigation completed. Findings documented in internal tracker 33.,ANA-01,True,Resolved,"[""ALT-CSE-01-00308""]"
CAS-CSE-01-0075,CSE-01,2024-11-17 14:38:13.308702,2024-11-17 15:06:16.064391,Investigation completed. Findings documented in internal tracker 17.,ANA-02,False,Resolved,"[""ALT-CSE-01-00314""]"
CAS-CSE-01-0076,CSE-01,2024-11-19 23:16:02.131804,2024-11-20 00:48:53.572950,Investigation completed. Findings documented in internal tracker 36.,ANA-02,True,Resolved,"[""ALT-CSE-01-00317""]"
CAS-CSE-01-0077,CSE-01,2024-11-10 06:22:20.579714,2024-11-10 07:13:09.501947,Investigation completed. Findings documented in internal tracker 37.,ANA-03,True,Resolved,"[""ALT-CSE-01-00319""]"
CAS-CSE-01-0078,CSE-01,2024-10-28 02:46:50.115104,2024-10-28 03:37:07.634999,Investigation completed. Findings documented in internal tracker 24.,ANA-02,False,Resolved,"[""ALT-CSE-01-00320""]"
CAS-CSE-01-0079,CSE-01,2024-11-06 00:59:04.096755,2024-11-06 02:02:15.712185,Investigation completed. Findings documented in internal tracker 38.,ANA-05,False,Resolved,"[""ALT-CSE-01-00324""]"
CAS-CSE-01-0080,CSE-01,2024-11-12 15:07:01.102711,2024-11-12 15:49:59.704559,Investigation completed. Findings documented in internal tracker 6.,ANA-02,False,Resolved,"[""ALT-CSE-01-00325""]"
CAS-CSE-01-0081,CSE-01,2024-11-25 05:41:03.776273,2024-11-25 08:18:23.541698,Investigation completed. Findings documented in internal tracker 22.,ANA-04,False,Resolved,"[""ALT-CSE-01-00328""]"
CAS-CSE-01-0082,CSE-01,2024-11-04 17:35:13.992770,2024-11-04 18:34:14.922444,Investigation completed. Findings documented in internal tracker 32.,ANA-01,True,Resolved,"[""ALT-CSE-01-00329""]"
CAS-CSE-01-0083,CSE-01,2024-11-04 08:12:08.433031,2024-11-04 09:48:00.723007,Investigation completed. Findings documented in internal tracker 13.,ANA-02,False,Resolved,"[""ALT-CSE-01-00330""]"
CAS-CSE-01-0084,CSE-01,2024-10-09 11:21:55.002393,2024-10-09 12:14:54.628949,Investigation completed. Findings documented in internal tracker 21.,ANA-02,True,Resolved,"[""ALT-CSE-01-00332""]"
CAS-CSE-01-0085,CSE-01,2024-10-22 20:59:58.150523,2024-10-22 22:40:42.054654,Investigation completed. Findings documented in internal tracker 26.,ANA-03,False,Resolved,"[""ALT-CSE-01-00344""]"
CAS-CSE-01-0086,CSE-01,2024-10-29 15:29:53.508370,2024-10-29 15:44:07.748572,Investigation completed. Findings documented in internal tracker 24.,ANA-03,False,Resolved,"[""ALT-CSE-01-00348""]"
CAS-CSE-01-0087,CSE-01,2024-11-05 14:21:36.257172,2024-11-05 17:24:40.365735,Investigation completed. Findings documented in internal tracker 1.,ANA-02,False,Resolved,"[""ALT-CSE-01-00350""]"
CAS-CSE-01-0088,CSE-01,2024-10-15 14:50:24.364783,2024-10-15 15:28:44.537030,Investigation completed. Findings documented in internal tracker 38.,ANA-03,False,Resolved,"[""ALT-CSE-01-00356""]"
CAS-CSE-01-0089,CSE-01,2024-12-23 13:43:12.964282,2024-12-23 16:11:10.265589,Investigation completed. Findings documented in internal tracker 2.,ANA-03,False,Resolved,"[""ALT-CSE-01-00361""]"
CAS-CSE-01-0090,CSE-01,2024-10-03 15:36:43.008925,2024-10-03 17:37:33.748702,Investigation completed. Findings documented in internal tracker 13.,ANA-04,True,Resolved,"[""ALT-CSE-01-00369""]"
CAS-CSE-01-0091,CSE-01,2024-12-16 10:00:02.964657,2024-12-16 10:19:52.419712,Investigation completed. Findings documented in internal tracker 36.,ANA-03,False,Resolved,"[""ALT-CSE-01-00372""]"
CAS-CSE-01-0092,CSE-01,2024-12-08 00:12:32.969710,2024-12-08 00:42:59.089836,Investigation completed. Findings documented in internal tracker 19.,ANA-05,True,Resolved,"[""ALT-CSE-01-00388""]"
CAS-CSE-01-0093,CSE-01,2024-10-17 01:13:11.957712,2024-10-17 02:01:20.656544,Investigation completed. Findings documented in internal tracker 11.,ANA-05,True,Resolved,"[""ALT-CSE-01-00396""]"
CAS-CSE-01-0094,CSE-01,2024-11-10 22:04:59.638625,2024-11-11 00:08:52.178751,Investigation completed. Findings documented in internal tracker 33.,ANA-02,True,Resolved,"[""ALT-CSE-01-00397""]"
CAS-CSE-01-0095,CSE-01,2024-10-13 05:38:37.121420,2024-10-13 06:18:23.787219,Investigation completed. Findings documented in internal tracker 25.,ANA-05,True,Resolved,"[""ALT-CSE-01-00406""]"
CAS-CSE-01-0096,CSE-01,2024-10-31 14:17:20.864059,2024-10-31 15:06:09.962620,Investigation completed. Findings documented in internal tracker 38.,ANA-02,False,Resolved,"[""ALT-CSE-01-00417""]"
CAS-CSE-01-0097,CSE-01,2024-11-05 04:08:19.095432,2024-11-05 06:10:22.050530,Investigation completed. Findings documented in internal tracker 14.,ANA-04,True,Resolved,"[""ALT-CSE-01-00420""]"
CAS-CSE-01-0098,CSE-01,2024-11-28 10:13:57.114437,2024-11-28 11:11:49.122299,Investigation completed. Findings documented in internal tracker 25.,ANA-05,False,Resolved,"[""ALT-CSE-01-00422""]"
CAS-CSE-01-0099,CSE-01,2024-12-22 05:54:10.528455,2024-12-22 07:22:39.497500,Investigation completed. Findings documented in internal tracker 24.,ANA-03,False,Resolved,"[""ALT-CSE-01-00426""]"
CAS-CSE-01-0100,CSE-01,2024-10-14 21:38:12.537459,2024-10-14 21:41:54.330241,Investigation completed. Findings documented in internal tracker 36.,ANA-05,False,Resolved,"[""ALT-CSE-01-00429""]"
CAS-CSE-01-0101,CSE-01,2024-10-31 21:22:07.431865,2024-10-31 22:04:39.237596,Investigation completed. Findings documented in internal tracker 13.,ANA-02,True,Resolved,"[""ALT-CSE-01-00435""]"
CAS-CSE-01-0102,CSE-01,2024-11-27 00:47:11.973555,2024-11-27 01:34:53.254203,Investigation completed. Findings documented in internal tracker 35.,ANA-04,False,Resolved,"[""ALT-CSE-01-00438""]"
CAS-CSE-01-0103,CSE-01,2024-11-17 02:18:51.295001,2024-11-17 04:10:55.223189,Investigation completed. Findings documented in internal tracker 35.,ANA-03,False,Resolved,"[""ALT-CSE-01-00439""]"
CAS-CSE-01-0104,CSE-01,2024-11-06 21:36:50.586291,2024-11-06 22:39:36.537265,Investigation completed. Findings documented in internal tracker 30.,ANA-01,False,Resolved,"[""ALT-CSE-01-00440""]"
CAS-CSE-01-0105,CSE-01,2024-12-07 19:48:30.288716,2024-12-07 20:29:42.568152,Investigation completed. Findings documented in internal tracker 4.,ANA-03,False,Resolved,"[""ALT-CSE-01-00448""]"
CAS-CSE-01-0106,CSE-01,2024-10-15 10:30:49.770254,2024-10-15 10:53:44.592533,Investigation completed. Findings documented in internal tracker 23.,ANA-02,True,Resolved,"[""ALT-CSE-01-00451""]"
CAS-CSE-01-0107,CSE-01,2024-10-25 02:58:39.799049,2024-10-25 06:22:23.772750,Investigation completed. Findings documented in internal tracker 33.,ANA-01,False,Resolved,"[""ALT-CSE-01-00454""]"
CAS-CSE-01-0108,CSE-01,2024-10-07 07:02:25.940639,2024-10-07 06:52:35.000000,Investigation completed. Findings documented in internal tracker 24.,ANA-05,False,Resolved,"[""ALT-CSE-01-00459""]"
CAS-CSE-01-0109,CSE-01,2024-10-31 23:43:23.181422,2024-11-01 01:55:07.948598,Investigation completed. Findings documented in internal tracker 27.,ANA-03,True,Resolved,"[""ALT-CSE-01-00468""]"
CAS-CSE-01-0110,CSE-01,2024-12-04 20:03:12.464335,2024-12-04 20:28:50.162240,Investigation completed. Findings documented in internal tracker 6.,ANA-01,False,Resolved,"[""ALT-CSE-01-00470""]"
CAS-CSE-01-0111,CSE-01,2024-12-18 11:21:59.607310,2024-12-18 12:15:45.139322,Investigation completed. Findings documented in internal tracker 34.,ANA-03,True,Resolved,"[""ALT-CSE-01-00471""]"
CAS-CSE-01-0112,CSE-01,2024-12-09 15:56:37.449047,2024-12-09 16:24:38.859752,Investigation completed. Findings documented in internal tracker 0.,ANA-04,False,Resolved,"[""ALT-CSE-01-00474""]"
CAS-CSE-01-0113,CSE-01,2024-12-05 03:25:11.700955,2024-12-05 05:58:31.251492,Investigation completed. Findings documented in internal tracker 35.,ANA-04,False,Resolved,"[""ALT-CSE-01-00477""]"
CAS-CSE-01-0114,CSE-01,2024-12-12 21:28:57.292609,2024-12-12 22:12:32.166891,Investigation completed. Findings documented in internal tracker 33.,ANA-01,False,Resolved,"[""ALT-CSE-01-00482""]"
CAS-CSE-01-0115,CSE-01,2024-10-31 21:36:32.451161,2024-10-31 23:15:44.070921,Investigation completed. Findings documented in internal tracker 32.,ANA-04,False,Resolved,"[""ALT-CSE-01-00489""]"
CAS-CSE-01-0116,CSE-01,2024-10-24 14:17:33.586985,2024-10-24 16:52:02.201171,Investigation completed. Findings documented in internal tracker 39.,ANA-03,True,Resolved,"[""ALT-CSE-01-00491""]"
CAS-CSE-01-0117,CSE-01,2024-12-07 08:26:50.944129,2024-12-07 09:14:24.113746,Investigation completed. Findings documented in internal tracker 25.,ANA-05,False,Resolved,"[""ALT-CSE-01-00493""]"
CAS-CSE-01-0118,CSE-01,2024-12-16 06:58:29.468785,2024-12-16 09:38:46.967930,Investigation completed. Findings documented in internal tracker 21.,ANA-01,False,Resolved,"[""ALT-CSE-01-00502""]"
CAS-CSE-01-0119,CSE-01,2024-11-14 23:46:09.521151,2024-11-15 00:25:24.625020,Investigation completed. Findings documented in internal tracker 34.,ANA-02,False,Resolved,"[""ALT-CSE-01-00504""]"
CAS-CSE-01-0120,CSE-01,2024-10-09 06:14:31.777323,2024-10-09 06:22:53.256024,Investigation completed. Findings documented in internal tracker 7.,ANA-03,False,Resolved,"[""ALT-CSE-01-00505""]"
CAS-CSE-01-0121,CSE-01,2024-10-03 21:14:19.455427,2024-10-03 21:57:25.983580,Investigation completed. Findings documented in internal tracker 23.,ANA-02,False,Resolved,"[""ALT-CSE-01-00515""]"
CAS-CSE-01-0122,CSE-01,2024-11-10 00:49:50.867442,2024-11-10 01:52:57.005162,Investigation completed. Findings documented in internal tracker 5.,ANA-01,False,Resolved,"[""ALT-CSE-01-00520""]"
CAS-CSE-01-0123,CSE-01,2024-10-20 01:42:16.053182,2024-10-20 02:47:25.916030,Investigation completed. Findings documented in internal tracker 22.,ANA-05,False,Resolved,"[""ALT-CSE-01-00521""]"
CAS-CSE-01-0124,CSE-01,2024-11-13 13:19:55.372720,2024-11-13 13:37:14.221249,Investigation completed. Findings documented in internal tracker 13.,ANA-02,True,Resolved,"[""ALT-CSE-01-00525""]"
CAS-CSE-01-0125,CSE-01,2024-10-02 11:38:02.846759,2024-10-02 12:03:54.823320,Investigation completed. Findings documented in internal tracker 13.,ANA-05,False,Resolved,"[""ALT-CSE-01-00526""]"
CAS-CSE-01-0126,CSE-01,2024-11-26 05:21:44.304747,2024-11-26 06:32:30.890747,Investigation completed. Findings documented in internal tracker 17.,ANA-04,True,Resolved,"[""ALT-CSE-01-00541""]"
CAS-CSE-01-0127,CSE-01,2024-10-31 11:21:26.375860,2024-10-31 13:03:13.486876,Investigation completed. Findings documented in internal tracker 31.,ANA-03,True,Resolved,"[""ALT-CSE-01-00542""]"
CAS-CSE-01-0128,CSE-01,2024-12-27 11:50:11.602812,2024-12-27 13:19:24.844438,Investigation completed. Findings documented in internal tracker 16.,ANA-05,False,Resolved,"[""ALT-CSE-01-00544""]"
CAS-CSE-01-0129,CSE-01,2024-12-13 23:03:15.135492,2024-12-13 23:52:59.173179,Investigation completed. Findings documented in internal tracker 28.,ANA-01,False,Resolved,"[""ALT-CSE-01-00560""]"
CAS-CSE-01-0130,CSE-01,2024-10-27 15:06:53.729026,2024-10-27 16:08:34.978661,Investigation completed. Findings documented in internal tracker 30.,ANA-01,False,Resolved,"[""ALT-CSE-01-00566""]"
CAS-CSE-01-0131,CSE-01,2024-10-23 16:33:26.535768,2024-10-23 17:07:13.224849,Investigation completed. Findings documented in internal tracker 3.,ANA-04,False,Resolved,"[""ALT-CSE-01-00575""]"
CAS-CSE-01-0132,CSE-01,2024-12-25 16:57:53.968536,2024-12-25 17:50:17.197754,Investigation completed. Findings documented in internal tracker 15.,ANA-05,False,Resolved,"[""ALT-CSE-01-00581""]"
