alert_id,cse_id,severity,created_at,acknowledged_at,closed_at,status,case_id,asset_id,escalated
ALT-CSE-04-00057,CSE-04,MEDIUM,2024-11-08T13:48:50,2024-11-08T14:05:12.383142,2024-11-08T15:17:06.819113,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00058,CSE-04,MEDIUM,2024-10-07T04:00:21,2024-10-07T04:06:12.493736,2024-10-07T04:53:57.063863,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00059,CSE-04,MEDIUM,2024-10-21T16:06:57,2024-10-21T16:23:03.363830,2024-10-21T17:32:51.955456,CLOSED,CAS-CSE-04-0005,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00060,CSE-04,HIGH,2024-11-07T17:41:20,2024-11-07T17:47:49.251376,2024-11-07T18:49:44.223991,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00061,CSE-04,CRITICAL,2024-10-20T12:16:21,2024-10-20T12:27:54.454369,2024-10-20T13:33:10.922900,CLOSED,CAS-CSE-04-0006,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00062,CSE-04,HIGH,2024-11-19T23:52:57,2024-11-20T00:13:40.705166,2024-11-20T01:08:59.951173,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00063,CSE-04,MEDIUM,2024-10-26T10:37:27,2024-10-26T11:02:21.572960,2024-10-26T12:05:02.762257,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00064,CSE-04,LOW,2024-10-25T13:44:03,2024-10-25T14:04:41.428176,2024-10-25T15:23:31.295947,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00065,CSE-04,CRITICAL,2024-10-21T22:09:49,2024-10-21T22:25:35.155154,2024-10-21T23:31:42.163258,CLOSED,CAS-CSE-04-0007,DEF-PERIMETER-FW,False
ALT-CSE-04-00066,CSE-04,MEDIUM,2024-11-02T16:27:25,2024-11-02T16:48:09.928654,2024-11-02T17:45:18.970935,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00067,CSE-04,LOW,2024-12-28T01:02:54,2024-12-28T01:24:08.838622,2024-12-28T02:28:32.414783,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00068,CSE-04,CRITICAL,2024-10-27T22:02:25,2024-10-27T22:21:25.166947,2024-10-27T23:37:56.634915,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00069,CSE-04,MEDIUM,2024-11-11T05:23:25,2024-11-11T05:32:58.978347,2024-11-11T06:18:24.898122,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00070,CSE-04,HIGH,2024-10-19T23:19:08,2024-10-19T23:40:44.908439,2024-10-20T00:42:20.668671,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00071,CSE-04,HIGH,2024-12-13T05:22:57,2024-12-13T05:46:28.189576,2024-12-13T07:12:31.250637,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00072,CSE-04,MEDIUM,2024-11-08T07:10:59,2024-11-08T07:27:24.332457,2024-11-08T08:35:23.351316,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00073,CSE-04,HIGH,2024-10-04T06:57:08,2024-10-04T07:18:57.776706,2024-10-04T07:54:06.158732,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00074,CSE-04,HIGH,2024-12-10T13:52:56,2024-12-10T14:04:22.077268,2024-12-10T14:45:49.590515,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00075,CSE-04,HIGH,2024-11-13T09:11:16,2024-11-13T09:18:02.122975,2024-11-13T10:47:01.477454,CLOSED,,RADAR-INTEL-SRV-02,False
ALT-CSE-04-00076,CSE-04,MEDIUM,2024-12-19T15:02:00,2024-12-19T15:08:22.633006,2024-12-19T16:26:47.720953,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00077,CSE-04,MEDIUM,2024-11-13T18:31:20,2024-11-13T18:51:39.822402,2024-11-13T20:06:29.540701,CLOSED,CAS-CSE-04-0008,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00078,CSE-04,MEDIUM,2024-12-17T12:18:34,2024-12-17T12:37:19.117019,2024-12-17T14:00:13.009711,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00079,CSE-04,CRITICAL,2024-11-08T16:06:20,2024-11-08T16:24:07.071944,2024-11-08T17:35:27.564210,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00080,CSE-04,MEDIUM,2024-11-23T07:36:31,2024-11-23T07:52:59.846389,2024-11-23T08:49:03.449215,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00081,CSE-04,MEDIUM,2024-10-22T22:19:53,2024-10-22T22:30:26.307049,2024-10-23T00:06:35.916488,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00082,CSE-04,MEDIUM,2024-12-23T13:29:57,2024-12-23T13:42:12.222574,2024-12-23T14:55:28.269047,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00083,CSE-04,CRITICAL,2024-12-05T21:56:45,2024-12-05T22:20:54.419583,2024-12-05T22:37:57.601422,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00084,CSE-04,HIGH,2024-10-18T11:00:32,2024-10-18T11:09:19.923304,2024-10-18T11:56:29.621213,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00085,CSE-04,HIGH,2024-10-23T05:04:45,2024-10-23T05:29:42.995773,2024-10-23T05:47:29.952443,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00086,CSE-04,CRITICAL,2024-12-10T08:20:33,2024-12-10T08:40:29.015867,2024-12-10T10:08:25.312930,CLOSED,CAS-CSE-04-0009,DEF-PERIMETER-FW,False
ALT-CSE-04-00087,CSE-04,HIGH,2024-10-29T08:04:06,2024-10-29T08:26:57.219366,2024-10-29T09:22:54.808881,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00088,CSE-04,MEDIUM,2024-11-21T00:16:31,2024-11-21T00:35:54.477321,2024-11-21T01:47:56.408002,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00089,CSE-04,LOW,2024-12-16T16:03:41,2024-12-16T16:13:36.650759,2024-12-16T17:10:06.368765,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00090,CSE-04,LOW,2024-12-12T04:03:06,2024-12-12T04:21:43.640269,2024-12-12T05:01:36.410096,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00091,CSE-04,LOW,2024-11-21T13:14:40,2024-11-21T13:22:14.446974,2024-11-21T14:09:12.495021,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00092,CSE-04,CRITICAL,2024-12-27T10:34:09,2024-12-27T10:49:15.082293,2024-12-27T11:45:51.504245,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00093,CSE-04,MEDIUM,2024-11-03T04:07:52,2024-11-03T04:13:12.232354,2024-11-03T05:24:08.497991,CLOSED,CAS-CSE-04-0010,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00094,CSE-04,LOW,2024-10-25T15:12:25,2024-10-25T15:20:41.529742,2024-10-25T16:09:37.086342,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00095,CSE-04,HIGH,2024-10-05T13:29:37,2024-10-05T13:46:14.689255,2024-10-05T14:25:57.306228,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00096,CSE-04,MEDIUM,2024-11-14T04:47:43,2024-11-14T05:09:33.343940,2024-11-14T06:09:02.925522,CLOSED,CAS-CSE-04-0011,DEF-PERIMETER-FW,True
ALT-CSE-04-00097,CSE-04,LOW,2024-12-28T09:14:10,2024-12-28T09:29:52.835433,2024-12-28T10:48:10.464459,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00098,CSE-04,HIGH,2024-12-08T06:28:10,2024-12-08T06:47:42.123557,2024-12-08T07:46:50.332340,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00099,CSE-04,LOW,2024-11-11T03:14:10,2024-11-11T03:34:50.196729,2024-11-11T05:01:08.847104,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00100,CSE-04,CRITICAL,2024-11-19T23:30:24,2024-11-19T23:40:11.604758,2024-11-20T01:19:01.452594,CLOSED,CAS-CSE-04-0012,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00101,CSE-04,MEDIUM,2024-12-06T04:55:28,2024-12-06T05:15:29.290055,2024-12-06T06:30:13.368766,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00102,CSE-04,MEDIUM,2024-12-27T04:16:34,2024-12-27T04:29:47.192168,2024-12-27T05:14:11.454561,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00103,CSE-04,MEDIUM,2024-11-18T02:23:01,2024-11-18T02:38:04.356731,2024-11-18T03:21:03.258899,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00104,CSE-04,LOW,2024-11-23T19:08:04,2024-11-23T19:14:18.186158,2024-11-23T20:32:10.805594,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00105,CSE-04,LOW,2024-11-26T20:52:59,2024-11-26T21:01:24.824936,2024-11-26T22:09:00.609967,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00106,CSE-04,CRITICAL,2024-11-13T12:13:54,2024-11-13T12:24:04.676053,2024-11-13T13:33:55.614052,CLOSED,CAS-CSE-04-0013,DEF-PERIMETER-FW,False
ALT-CSE-04-00107,CSE-04,MEDIUM,2024-11-16T15:39:43,2024-11-16T15:52:29.615264,2024-11-16T16:56:09.321174,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00108,CSE-04,CRITICAL,2024-10-28T03:30:26,2024-10-28T03:52:20.728523,2024-10-28T04:37:19.521941,CLOSED,CAS-CSE-04-0014,DEF-PERIMETER-FW,False
ALT-CSE-04-00109,CSE-04,LOW,2024-12-14T20:48:16,2024-12-14T21:06:40.819727,2024-12-14T21:36:33.177769,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00110,CSE-04,HIGH,2024-12-27T19:17:44,2024-12-27T19:26:17.896145,2024-12-27T20:17:05.635443,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00111,CSE-04,LOW,2024-12-28T02:28:17,2024-12-28T02:48:21.245881,2024-12-28T03:56:06.676504,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00112,CSE-04,HIGH,2024-11-16T15:46:02,2024-11-16T16:02:03.971817,2024-11-16T16:55:22.162159,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00113,CSE-04,LOW,2024-10-22T06:07:06,2024-10-22T06:30:31.105449,2024-10-22T07:47:40.690711,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00114,CSE-04,MEDIUM,2024-10-08T23:09:43,2024-10-08T23:21:52.532840,2024-10-09T00:08:56.835461,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00115,CSE-04,MEDIUM,2024-10-10T20:01:39,2024-10-10T20:17:32.777501,2024-10-10T21:06:00.948401,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00116,CSE-04,MEDIUM,2024-11-16T16:28:38,2024-11-16T16:48:28.335808,2024-11-16T18:14:33.203232,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00117,CSE-04,LOW,2024-11-17T02:03:53,2024-11-17T02:11:04.521985,2024-11-17T03:10:02.599100,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00118,CSE-04,MEDIUM,2024-11-19T11:26:08,2024-11-19T11:31:32.381658,2024-11-19T12:37:19.955125,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00119,CSE-04,LOW,2024-10-18T19:30:47,2024-10-18T19:38:21.675388,2024-10-18T20:24:05.483105,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00120,CSE-04,LOW,2024-12-12T04:20:37,2024-12-12T04:39:52.908210,2024-12-12T05:07:28.073873,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00121,CSE-04,LOW,2024-11-29T15:30:10,2024-11-29T15:51:57.330263,2024-11-29T17:09:24.779114,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00122,CSE-04,CRITICAL,2024-10-27T01:25:56,2024-10-27T01:44:19.740346,2024-10-27T03:15:22.112400,CLOSED,CAS-CSE-04-0015,DEF-PERIMETER-FW,True
ALT-CSE-04-00123,CSE-04,MEDIUM,2024-10-20T06:13:09,2024-10-20T06:28:37.333202,2024-10-20T07:34:43.461803,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00124,CSE-04,MEDIUM,2024-12-15T19:34:22,2024-12-15T19:41:35.548904,2024-12-15T20:50:39.566187,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00125,CSE-04,MEDIUM,2024-10-28T05:36:20,2024-10-28T05:56:47.425111,2024-10-28T07:22:11.176320,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00126,CSE-04,MEDIUM,2024-12-09T06:31:15,2024-12-09T06:52:40.257975,2024-12-09T07:58:01.230424,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00127,CSE-04,MEDIUM,2024-12-11T03:31:54,2024-12-11T03:47:44.617824,2024-12-11T04:51:33.598704,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00128,CSE-04,HIGH,2024-12-22T15:34:32,2024-12-22T15:58:04.652146,2024-12-22T17:08:39.086903,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00129,CSE-04,CRITICAL,2024-11-29T07:41:13,2024-11-29T08:01:26.603613,2024-11-29T09:05:12.830997,CLOSED,CAS-CSE-04-0016,DEF-PERIMETER-FW,False
ALT-CSE-04-00130,CSE-04,MEDIUM,2024-11-12T02:04:48,2024-11-12T02:18:49.486120,2024-11-12T03:00:43.526837,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00131,CSE-04,CRITICAL,2024-11-03T06:07:53,2024-11-03T06:32:52.037406,2024-11-03T07:02:45.651348,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00132,CSE-04,LOW,2024-12-17T06:25:48,2024-12-17T06:34:47.881671,2024-12-17T08:07:56.352362,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00133,CSE-04,LOW,2024-12-03T23:04:28,2024-12-03T23:15:31.643588,2024-12-03T23:48:06.104683,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00134,CSE-04,MEDIUM,2024-10-06T20:08:43,2024-10-06T20:29:04.518737,2024-10-06T20:58:55.518505,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00135,CSE-04,HIGH,2024-11-29T05:50:02,2024-11-29T06:06:39.869355,2024-11-29T07:10:03.204833,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00136,CSE-04,MEDIUM,2024-11-11T13:19:01,2024-11-11T13:40:21.549132,2024-11-11T14:17:01.238907,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00137,CSE-04,MEDIUM,2024-12-18T05:20:01,2024-12-18T05:28:22.273474,2024-12-18T06:55:17.566144,CLOSED,CAS-CSE-04-0017,RESEARCH-WORKSTATION-01,True
ALT-CSE-04-00138,CSE-04,MEDIUM,2024-10-28T18:21:30,2024-10-28T18:35:02.036437,2024-10-28T19:54:11.921398,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00139,CSE-04,LOW,2024-12-24T14:49:29,2024-12-24T14:57:30.651196,2024-12-24T15:57:52.082365,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00140,CSE-04,LOW,2024-12-21T09:31:37,2024-12-21T09:48:48.463271,2024-12-21T10:22:33.214130,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00141,CSE-04,LOW,2024-10-26T06:45:58,2024-10-26T06:58:18.499838,2024-10-26T07:54:59.133524,CLOSED,,RESEARCH-WORKSTATION-01,False
ALT-CSE-04-00142,CSE-04,CRITICAL,2024-10-19T09:54:04,2024-10-19T10:07:52.458950,2024-10-19T10:37:25.530140,CLOSED,CAS-CSE-04-0018,DEF-PERIMETER-FW,False
ALT-CSE-04-00143,CSE-04,LOW,2024-12-25T08:55:04,2024-12-25T09:07:22.081135,2024-12-25T10:29:26.990986,CLOSED,,DEF-PERIMETER-FW,False
ALT-CSE-04-00144,CSE-04,LOW,2024-11-13T23:49:14,2024-11-14T00:05:20.758057,2024-11-14T01:17:22.666964,CLOSED,,DEF-PERIMETER-FW,False
