case_id,cse_id,opened_at,closed_at,investigation_text,investigator_id,escalated,resolution,alert_ids
CAS-CSE-06-0076,CSE-06,2024-12-29T05:24:48.398131,2024-12-29T05:58:38.710905,Air traffic dispatch telemetry check for ALT-CSE-06-00373. Signal latency inside safety margins.,AERO-SOC-2,False,Resolved,"[""ALT-CSE-06-00373""]"
CAS-CSE-06-0077,CSE-06,2024-10-17T08:59:03.856605,2024-10-17T09:50:19.759139,Air traffic dispatch telemetry check for ALT-CSE-06-00376. Signal latency inside safety margins.,AERO-SOC-1,False,Resolved,"[""ALT-CSE-06-00376""]"
CAS-CSE-06-0078,CSE-06,2024-12-09T03:08:44.998719,2024-12-09T03:35:31.687481,Air traffic dispatch telemetry check for ALT-CSE-06-00377. Signal latency inside safety margins.,AERO-SOC-4,False,Resolved,"[""ALT-CSE-06-00377""]"
CAS-CSE-06-0079,CSE-06,2024-11-01T02:38:08.157782,2024-11-01T03:36:39.322002,Air traffic dispatch telemetry check for ALT-CSE-06-00378. Signal latency inside safety margins.,AERO-SOC-3,False,Resolved,"[""ALT-CSE-06-00378""]"
CAS-CSE-06-0080,CSE-06,2024-11-23T19:09:12.626366,2024-11-23T19:34:08.149269,Air traffic dispatch telemetry check for ALT-CSE-06-00380. Signal latency inside safety margins.,AERO-SOC-3,False,Resolved,"[""ALT-CSE-06-00380""]"
CAS-CSE-06-0081,CSE-06,2024-10-22T14:13:50.395451,2024-10-22T15:19:55.617478,Air traffic dispatch telemetry check for ALT-CSE-06-00383. Signal latency inside safety margins.,AERO-SOC-3,False,Resolved,"[""ALT-CSE-06-00383""]"
CAS-CSE-06-0082,CSE-06,2024-11-06T08:10:38.667375,2024-11-06T09:26:16.360704,Air traffic dispatch telemetry check for ALT-CSE-06-00389. Signal latency inside safety margins.,AERO-SOC-4,False,Resolved,"[""ALT-CSE-06-00389""]"
CAS-CSE-06-0083,CSE-06,2024-10-01T19:22:33.504116,2024-10-01T20:23:59.676327,Air traffic dispatch telemetry check for ALT-CSE-06-00402. Signal latency inside safety margins.,AERO-SOC-3,False,Resolved,"[""ALT-CSE-06-00402""]"
CAS-CSE-06-0084,CSE-06,2024-11-18T22:40:36.117962,2024-11-18T23:17:51.432339,Air traffic dispatch telemetry check for ALT-CSE-06-00404. Signal latency inside safety margins.,AERO-SOC-4,False,Resolved,"[""ALT-CSE-06-00404""]"
CAS-CSE-06-0085,CSE-06,2024-12-09T20:17:11.966175,2024-12-09T21:24:37.893038,Air traffic dispatch telemetry check for ALT-CSE-06-00406. Signal latency inside safety margins.,AERO-SOC-3,False,Resolved,"[""ALT-CSE-06-00406""]"
CAS-CSE-06-0086,CSE-06,2024-11-30T18:39:09.782286,2024-11-30T19:43:47.683299,Air traffic dispatch telemetry check for ALT-CSE-06-00413. Signal latency inside safety margins.,AERO-SOC-4,False,Resolved,"[""ALT-CSE-06-00413""]"
CAS-CSE-06-0087,CSE-06,2024-10-30T16:42:32.551016,2024-10-30T17:22:51.825365,Air traffic dispatch telemetry check for ALT-CSE-06-00415. Signal latency inside safety margins.,AERO-SOC-1,False,Resolved,"[""ALT-CSE-06-00415""]"
CAS-CSE-06-0088,CSE-06,2024-12-25T01:01:49.305168,2024-12-25T01:20:48.571066,Air traffic dispatch telemetry check for ALT-CSE-06-00417. Signal latency inside safety margins.,AERO-SOC-4,False,Resolved,"[""ALT-CSE-06-00417""]"
CAS-CSE-06-0089,CSE-06,2024-12-29T06:43:39.343758,2024-12-29T07:25:04.445029,Air traffic dispatch telemetry check for ALT-CSE-06-00422. Signal latency inside safety margins.,AERO-SOC-2,False,Resolved,"[""ALT-CSE-06-00422""]"
CAS-CSE-06-0090,CSE-06,2024-11-06T09:19:09.037246,2024-11-06T10:01:05.872185,Air traffic dispatch telemetry check for ALT-CSE-06-00425. Signal latency inside safety margins.,AERO-SOC-3,False,Resolved,"[""ALT-CSE-06-00425""]"
CAS-CSE-06-0091,CSE-06,2024-10-31T10:03:54.207257,2024-10-31T11:12:01.137311,Air traffic dispatch telemetry check for ALT-CSE-06-00426. Signal latency inside safety margins.,AERO-SOC-3,False,Resolved,"[""ALT-CSE-06-00426""]"
CAS-CSE-06-0092,CSE-06,2024-12-29T13:14:10.032720,2024-12-29T14:07:04.455258,Air traffic dispatch telemetry check for ALT-CSE-06-00428. Signal latency inside safety margins.,AERO-SOC-1,False,Resolved,"[""ALT-CSE-06-00428""]"
CAS-CSE-06-0093,CSE-06,2024-10-16T14:33:31.715773,2024-10-16T15:02:16.618467,Air traffic dispatch telemetry check for ALT-CSE-06-00429. Signal latency inside safety margins.,AERO-SOC-2,False,Resolved,"[""ALT-CSE-06-00429""]"
CAS-CSE-06-0094,CSE-06,2024-10-30T17:22:53.588192,2024-10-30T18:18:17.671141,Air traffic dispatch telemetry check for ALT-CSE-06-00439. Signal latency inside safety margins.,AERO-SOC-3,False,Resolved,"[""ALT-CSE-06-00439""]"
CAS-CSE-06-0095,CSE-06,2024-11-20T03:12:10.219693,2024-11-20T04:30:31.189557,Air traffic dispatch telemetry check for ALT-CSE-06-00442. Signal latency inside safety margins.,AERO-SOC-3,False,Resolved,"[""ALT-CSE-06-00442""]"
CAS-CSE-06-0096,CSE-06,2024-12-04T19:34:00.079875,2024-12-04T20:28:15.018293,Air traffic dispatch telemetry check for ALT-CSE-06-00447. Signal latency inside safety margins.,AERO-SOC-4,False,Resolved,"[""ALT-CSE-06-00447""]"
CAS-CSE-06-0097,CSE-06,2024-10-10T05:43:51.700510,2024-10-10T07:06:23.119343,Air traffic dispatch telemetry check for ALT-CSE-06-00448. Signal latency inside safety margins.,AERO-SOC-2,False,Resolved,"[""ALT-CSE-06-00448""]"
CAS-CSE-06-0098,CSE-06,2024-11-12T12:05:20.844650,2024-11-12T13:09:08.986918,Air traffic dispatch telemetry check for ALT-CSE-06-00456. Signal latency inside safety margins.,AERO-SOC-3,False,Resolved,"[""ALT-CSE-06-00456""]"
CAS-CSE-06-0099,CSE-06,2024-12-18T21:39:01.947694,2024-12-18T22:02:45.010376,Air traffic dispatch telemetry check for ALT-CSE-06-00457. Signal latency inside safety margins.,AERO-SOC-1,False,Resolved,"[""ALT-CSE-06-00457""]"
CAS-CSE-06-0100,CSE-06,2024-11-14T12:21:32.421723,2024-11-14T12:49:20.554459,Air traffic dispatch telemetry check for ALT-CSE-06-00462. Signal latency inside safety margins.,AERO-SOC-1,False,Resolved,"[""ALT-CSE-06-00462""]"
CAS-CSE-06-0101,CSE-06,2024-10-12T04:05:22.431339,2024-10-12T04:46:58.207193,Air traffic dispatch telemetry check for ALT-CSE-06-00464. Signal latency inside safety margins.,AERO-SOC-3,False,Resolved,"[""ALT-CSE-06-00464""]"
CAS-CSE-06-0102,CSE-06,2024-11-12T09:42:35.782455,2024-11-12T10:39:23.748247,Air traffic dispatch telemetry check for ALT-CSE-06-00475. Signal latency inside safety margins.,AERO-SOC-3,False,Resolved,"[""ALT-CSE-06-00475""]"
CAS-CSE-06-0103,CSE-06,2024-11-20T13:27:12.888967,2024-11-20T14:03:49.884943,Air traffic dispatch telemetry check for ALT-CSE-06-00488. Signal latency inside safety margins.,AERO-SOC-4,False,Resolved,"[""ALT-CSE-06-00488""]"
CAS-CSE-06-0104,CSE-06,2024-10-22T12:53:10.377968,2024-10-22T13:45:58.638988,Air traffic dispatch telemetry check for ALT-CSE-06-00491. Signal latency inside safety margins.,AERO-SOC-1,False,Resolved,"[""ALT-CSE-06-00491""]"
CAS-CSE-06-0105,CSE-06,2024-10-13T09:33:56.326152,2024-10-13T10:55:24.063957,Air traffic dispatch telemetry check for ALT-CSE-06-00494. Signal latency inside safety margins.,AERO-SOC-1,False,Resolved,"[""ALT-CSE-06-00494""]"
CAS-CSE-06-0106,CSE-06,2024-12-18T17:01:22.457663,2024-12-18T17:52:06.572581,Air traffic dispatch telemetry check for ALT-CSE-06-00497. Signal latency inside safety margins.,AERO-SOC-2,False,Resolved,"[""ALT-CSE-06-00497""]"
CAS-CSE-06-0107,CSE-06,2024-10-08T14:52:05.179818,2024-10-08T15:26:32.721788,Air traffic dispatch telemetry check for ALT-CSE-06-00502. Signal latency inside safety margins.,AERO-SOC-3,True,Resolved,"[""ALT-CSE-06-00502""]"
CAS-CSE-06-0108,CSE-06,2024-10-26T15:43:20.519369,2024-10-26T16:10:22.894585,Air traffic dispatch telemetry check for ALT-CSE-06-00506. Signal latency inside safety margins.,AERO-SOC-2,False,Resolved,"[""ALT-CSE-06-00506""]"
